P	Target	Ref
YDL047W	YDR481C	BioGRID
YPL031C	YOL001W	BioGRID
YPL153C	YGR233C	BioGRID
YPL042C	YML123C	BioGRID
YKL126W	YML123C	BioGRID
YPL179W	YML123C	BioGRID
YBR160W	YML123C	BioGRID
YPR119W	YML123C	BioGRID
YDL188C	YOR386W	BioGRID
YBR160W	YLR273C	BioGRID
YBR160W	YBL051C	BioGRID
YDL047W	YBL051C	BioGRID
YDR490C	YBL105C	BioGRID
YOL100W	YBL105C	BioGRID
YJR059W	YDR466W	BioGRID
YPL153C	YDR501W	BioGRID
YNL154C	YGL008C	BioGRID
YHR135C	YGL008C	BioGRID
YJR059W	YGL008C	BioGRID
YBR160W	YIL122W	BioGRID
YPR119W	YIL122W	BioGRID
YBR160W	YNL102W	BioGRID
YPL153C	YNL102W	BioGRID
YBR160W	YBL035C	BioGRID
YBR136W	YJR006W	BioGRID
YBL088C	YJR006W	BioGRID
YBR160W	YLR018C	BioGRID
YPR119W	YLR018C	BioGRID
YJL141C	YNR052C	BioGRID
YBR160W	YIL114C	BioGRID
YNL099C	YML016C	BioGRID
YBR160W	YML016C	BioGRID
YPR119W	YML016C	BioGRID
YBR160W	YDR436W	BioGRID
YPR119W	YDR436W	BioGRID
YDR477W	YEL060C	BioGRID
YNL099C	YML092C	BioGRID
YBR136W	YLL036C	BioGRID
YBL088C	YLL036C	BioGRID
YLL010C	YKL116C	BioGRID
YBR160W	YMR137C	BioGRID
YBR160W	YML017W	BioGRID
YBR160W	YBL046W	BioGRID
YBR136W	YBL046W	BioGRID
YBL088C	YBL046W	BioGRID
YPR119W	YBL046W	BioGRID
YIL035C	YER089C	BioGRID
YOR061W	YER089C	BioGRID
YGL019W	YER089C	BioGRID
YOR039W	YER089C	BioGRID
YBR160W	YJR059W	BioGRID
YPR119W	YJR059W	BioGRID
YKL166C	YKL039W	BioGRID
YBR160W	YER075C	BioGRID
YNL154C	YFR029W	BioGRID
YHR135C	YFR029W	BioGRID
YDL134C	YFR029W	BioGRID
YDL188C	YFR029W	BioGRID
YOR014W	YFR029W	BioGRID
YNL099C	YLL013C	BioGRID
YIL035C	YDR496C	BioGRID
YOR061W	YDR496C	BioGRID
YGL019W	YDR496C	BioGRID
YOR039W	YDR496C	BioGRID
YBR160W	YGR253C	BioGRID
YBR136W	YCR057C	BioGRID
YBL088C	YCR057C	BioGRID
YBL088C	YKR090W	BioGRID
YJL164C	YOR347C	BioGRID
YLR240W	YIL121W	BioGRID
YBR136W	YOR368W	BioGRID
YBL088C	YOR368W	BioGRID
YBR136W	YEL037C	BioGRID
YBL088C	YEL037C	BioGRID
YBR136W	YJR035W	BioGRID
YPL153C	YKL113C	BioGRID
YBR136W	YPL153C	BioGRID
YBL088C	YPL153C	BioGRID
YBR160W	YPL153C	BioGRID
YPR119W	YPL153C	BioGRID
YPL153C	YGL163C	BioGRID
YPL153C	YDR076W	BioGRID
YBR136W	YDR076W	BioGRID
YBR160W	YDR217C	BioGRID
YBR136W	YDR217C	BioGRID
YBL088C	YDR217C	BioGRID
YDR477W	YNL098C	BioGRID
YBR160W	YJR033C	BioGRID
YBR160W	YLR248W	BioGRID
YLR113W	YLR248W	BioGRID
YNL307C	YKL159C	BioGRID
YKL190W	YKL159C	BioGRID
YML057W	YKL159C	BioGRID
YLR433C	YKL159C	BioGRID
YPL203W	YOR220W	BioGRID
YHR030C	YOR220W	BioGRID
YDL101C	YMR075W	BioGRID
YDL017W	YJR021C	BioGRID
YBR160W	YLR263W	BioGRID
YBR160W	YDR195W	BioGRID
YPR119W	YDR195W	BioGRID
YBR160W	YDR028C	BioGRID
YBR136W	YOR346W	BioGRID
YBR136W	YAR007C	BioGRID
YBL088C	YAR007C	BioGRID
YJL106W	YNL312W	BioGRID
YBR136W	YNL312W	BioGRID
YBR136W	YJL173C	BioGRID
YBL088C	YJL173C	BioGRID
YBR160W	YOR217W	BioGRID
YPR119W	YOR217W	BioGRID
YPL153C	YLR176C	BioGRID
YBR160W	YOR127W	BioGRID
YPR119W	YOR127W	BioGRID
YPL031C	YDR379W	BioGRID
YBR160W	YDR379W	BioGRID
YPR119W	YDR379W	BioGRID
YBR160W	YPR115W	BioGRID
YPR119W	YPR115W	BioGRID
YBR160W	YDR137W	BioGRID
YJL164C	YKL038W	BioGRID
YBR160W	YKL038W	BioGRID
YBR160W	YBR275C	BioGRID
YBR136W	YBR275C	BioGRID
YBL088C	YBR275C	BioGRID
YJL164C	YFL033C	BioGRID
YPL031C	YFL033C	BioGRID
YOL001W	YFL033C	BioGRID
YBR160W	YFL033C	BioGRID
YIL035C	YOR119C	BioGRID
YOR061W	YOR119C	BioGRID
YGL019W	YOR119C	BioGRID
YOR039W	YOR119C	BioGRID
YKL198C	YPL208W	BioGRID
YDR247W	YPL208W	BioGRID
YBR160W	YPR018W	BioGRID
YPR119W	YPR018W	BioGRID
YHR030C	YPL089C	BioGRID
YDL101C	YNL002C	BioGRID
YDL101C	YIL066C	BioGRID
YDR477W	YOR018W	BioGRID
YBR160W	YLR371W	BioGRID
YPR119W	YLR371W	BioGRID
YPL153C	YDR156W	BioGRID
YNL307C	YDL150W	BioGRID
YPL153C	YER169W	BioGRID
YBR160W	YER169W	BioGRID
YBR160W	YDR418W	BioGRID
YPR119W	YDR418W	BioGRID
YGR203W	YDR418W	BioGRID
YNL183C	YGL031C	BioGRID
YDL047W	YML073C	BioGRID
YIL035C	YDL020C	BioGRID
YOR061W	YDL020C	BioGRID
YGL019W	YDL020C	BioGRID
YOR039W	YDL020C	BioGRID
YKL139W	YDL140C	BioGRID
YJL006C	YDL140C	BioGRID
YMR277W	YDL140C	BioGRID
YPR161C	YDL140C	BioGRID
YDL108W	YDL140C	BioGRID
YLR226W	YDL140C	BioGRID
YPR025C	YDL140C	BioGRID
YOR367W	YDL140C	BioGRID
YDR477W	YGR118W	BioGRID
YNL183C	YER074W	BioGRID
YBR028C	YBR181C	BioGRID
YBR160W	YIL153W	BioGRID
YPR119W	YIL153W	BioGRID
YML057W	YLR221C	BioGRID
YBR136W	YLR357W	BioGRID
YBL088C	YLR357W	BioGRID
YBR160W	YLR357W	BioGRID
YPR119W	YLR357W	BioGRID
YBR136W	YHR056C	BioGRID
YBL088C	YHR056C	BioGRID
YBR136W	YKR008W	BioGRID
YBL088C	YKR008W	BioGRID
YDR477W	YOL138C	BioGRID
YML057W	YBL103C	BioGRID
YDR477W	YDL025C	BioGRID
YBR160W	YOR014W	BioGRID
YPL150W	YOR014W	BioGRID
YPL153C	YHR154W	BioGRID
YBR136W	YHR154W	BioGRID
YBL088C	YHR154W	BioGRID
YDL006W	YOR216C	BioGRID
YPL031C	YDR388W	BioGRID
YDL127W	YDR388W	BioGRID
YBR160W	YDR159W	BioGRID
YBR160W	YDR389W	BioGRID
YPR119W	YDR389W	BioGRID
YBR136W	YGL175C	BioGRID
YBL088C	YGL175C	BioGRID
YBR160W	YGL175C	BioGRID
YBR160W	YER129W	BioGRID
YPR119W	YER129W	BioGRID
YPL042C	YPL274W	BioGRID
YKL139W	YPL274W	BioGRID
YGR262C	YPL274W	BioGRID
YBR136W	YJL098W	BioGRID
YBL088C	YJL098W	BioGRID
YKL198C	YDR351W	BioGRID
YIL095W	YOR329C	BioGRID
YDR490C	YHR205W	BioGRID
YJR066W	YHR205W	BioGRID
YBR160W	YER120W	BioGRID
YPR119W	YER120W	BioGRID
YDL134C	YDR178W	BioGRID
YBR160W	YGL056C	BioGRID
YKL139W	YBR214W	BioGRID
YBR160W	YBR214W	BioGRID
YBR160W	YLR166C	BioGRID
YBR160W	YPL085W	BioGRID
YKL139W	YPL085W	BioGRID
YDR477W	YNL272C	BioGRID
YPL204W	YPR181C	BioGRID
YBR160W	YDL195W	BioGRID
YPL153C	YDL195W	BioGRID
YCR091W	YDL195W	BioGRID
YIL035C	YOR254C	BioGRID
YOR061W	YOR254C	BioGRID
YGL019W	YOR254C	BioGRID
YOR039W	YOR254C	BioGRID
YLR240W	YDR170C	BioGRID
YBR160W	YDR170C	BioGRID
YJL164C	YLR026C	BioGRID
YBR160W	YMR086W	BioGRID
YPR119W	YMR086W	BioGRID
YDR477W	YKL105C	BioGRID
YBR160W	YKL105C	BioGRID
YBR160W	YLL003W	BioGRID
YJR066W	YLR403W	BioGRID
YBR136W	YGL066W	BioGRID
YBL088C	YGL066W	BioGRID
YBR160W	YOR057W	BioGRID
YIL035C	YOR057W	BioGRID
YOR061W	YOR057W	BioGRID
YGL019W	YOR057W	BioGRID
YOR039W	YOR057W	BioGRID
YFL029C	YPR161C	BioGRID
YDL028C	YDR393W	BioGRID
YLR113W	YER118C	BioGRID
YLL019C	YBL058W	BioGRID
YKL198C	YBL058W	BioGRID
YBR160W	YBL058W	BioGRID
YPL031C	YDL225W	BioGRID
YNL289W	YDL225W	BioGRID
YPL153C	YDL225W	BioGRID
YDL134C	YDL225W	BioGRID
YBR160W	YLR079W	BioGRID
YPL031C	YLR079W	BioGRID
YNL289W	YLR079W	BioGRID
YJL106W	YLR079W	BioGRID
YPL256C	YLR079W	BioGRID
YIL035C	YLR079W	BioGRID
YOR061W	YLR079W	BioGRID
YGL019W	YLR079W	BioGRID
YOR039W	YLR079W	BioGRID
YLR019W	YBR103W	BioGRID
YBR160W	YOL004W	BioGRID
YBR136W	YOL004W	BioGRID
YBL088C	YOL004W	BioGRID
YBR160W	YDR422C	BioGRID
YBR160W	YDL042C	BioGRID
YHR030C	YLR442C	BioGRID
YBR160W	YLR442C	BioGRID
YBR160W	YDR227W	BioGRID
YPR119W	YDR227W	BioGRID
YBR136W	YDR227W	BioGRID
YBL088C	YDR227W	BioGRID
YBR160W	YKR072C	BioGRID
YBR160W	YDR409W	BioGRID
YPR119W	YDR409W	BioGRID
YDR477W	YLR187W	BioGRID
YBR160W	YHR149C	BioGRID
YBR160W	YNL167C	BioGRID
YLR113W	YNL167C	BioGRID
YJL164C	YNL167C	BioGRID
YDL028C	YDR328C	BioGRID
YPL031C	YDR328C	BioGRID
YKL198C	YDR328C	BioGRID
YBR160W	YBL007C	BioGRID
YPR119W	YBL007C	BioGRID
YLR019W	YBL007C	BioGRID
YNR031C	YNL243W	BioGRID
YBR160W	YNL243W	BioGRID
YBR160W	YKL108W	BioGRID
YPR120C	YKL108W	BioGRID
YPL153C	YGL113W	BioGRID
YBR160W	YGL113W	BioGRID
YPR120C	YGL113W	BioGRID
YBR160W	YDR515W	BioGRID
YBR160W	YBR156C	BioGRID
YPR119W	YBR156C	BioGRID
YKL168C	YOR195W	BioGRID
YDR466W	YIL105C	BioGRID
YDR490C	YIL105C	BioGRID
YOL100W	YIL105C	BioGRID
YBR160W	YNL047C	BioGRID
YPL153C	YHR030C	BioGRID
YBR136W	YHR030C	BioGRID
YBL088C	YHR030C	BioGRID
YBR136W	YLR135W	BioGRID
YBL088C	YLR135W	BioGRID
YBR160W	YLR086W	BioGRID
YPR119W	YLR086W	BioGRID
YLR113W	YBR182C	BioGRID
YKL048C	YDR477W	BioGRID
YER133W	YDR477W	BioGRID
YDR028C	YDR477W	BioGRID
YPL153C	YOR290C	BioGRID
YBR160W	YDR006C	BioGRID
YBR136W	YMR016C	BioGRID
YBL088C	YMR016C	BioGRID
YBR160W	YLL021W	BioGRID
YPR119W	YLL021W	BioGRID
YNL032W	YLL021W	BioGRID
YBR160W	YGL093W	BioGRID
YDL028C	YGL093W	BioGRID
YBR160W	YDR356W	BioGRID
YDL028C	YDR356W	BioGRID
YDL028C	YMR117C	BioGRID
YKL198C	YPL124W	BioGRID
YBR160W	YPL124W	BioGRID
YPR119W	YPL124W	BioGRID
YPR106W	YPL124W	BioGRID
YDL028C	YPL124W	BioGRID
YPL209C	YKR037C	BioGRID
YDL028C	YKL042W	BioGRID
YBR136W	YLR146C	BioGRID
YBL088C	YLR146C	BioGRID
YPL042C	YHR136C	BioGRID
YPL179W	YHR136C	BioGRID
YBR136W	YPR133C	BioGRID
YBL088C	YPR133C	BioGRID
YNR031C	YPR133C	BioGRID
YLL019C	YPR133C	BioGRID
YLR362W	YHR152W	BioGRID
YBR160W	YHR152W	BioGRID
YFR028C	YHR152W	BioGRID
YBR160W	YER161C	BioGRID
YPR161C	YML010W	BioGRID
YLR226W	YML010W	BioGRID
YBR136W	YBR081C	BioGRID
YBL088C	YBR081C	BioGRID
YBR160W	YNL224C	BioGRID
YBR160W	YML034W	BioGRID
YPR119W	YML034W	BioGRID
YBR160W	YKR091W	BioGRID
YBR160W	YCL037C	BioGRID
YOL045W	YCL037C	BioGRID
YIL035C	YNL189W	BioGRID
YOR061W	YNL189W	BioGRID
YNL032W	YKR092C	BioGRID
YBR160W	YJL092W	BioGRID
YNL161W	YDR293C	BioGRID
YBR160W	YDR293C	BioGRID
YPR119W	YDR293C	BioGRID
YBR160W	YLR006C	BioGRID
YBR160W	YNR031C	BioGRID
YJL164C	YDR443C	BioGRID
YBR160W	YDR443C	BioGRID
YJL164C	YPL232W	BioGRID
YDL047W	YPL232W	BioGRID
YBL016W	YLR452C	BioGRID
YBR160W	YNL309W	BioGRID
YHR076W	YDR169C	BioGRID
YHL007C	YLR362W	BioGRID
YPL042C	YHR084W	BioGRID
YNL025C	YHR084W	BioGRID
YNL154C	YFL026W	BioGRID
YBR160W	YFL026W	BioGRID
YBR160W	YHL007C	BioGRID
YPR119W	YHL007C	BioGRID
YKL139W	YHL007C	BioGRID
YGL059W	YHL007C	BioGRID
YLR019W	YHL007C	BioGRID
YDR477W	YHL007C	BioGRID
YPL256C	YHL007C	BioGRID
YBL016W	YOR212W	BioGRID
YBR160W	YDR103W	BioGRID
YPL256C	YDR103W	BioGRID
YPR119W	YDR103W	BioGRID
YHR135C	YCL032W	BioGRID
YLR113W	YCL032W	BioGRID
YDL047W	YCL032W	BioGRID
YBR276C	YCL032W	BioGRID
YLR362W	YDL159W	BioGRID
YNL298W	YGR008C	BioGRID
YBR136W	YIL126W	BioGRID
YBL088C	YIL126W	BioGRID
YOR231W	YDL048C	BioGRID
YBR160W	YDL048C	BioGRID
YKL139W	YMR054W	BioGRID
YDR283C	YJR007W	BioGRID
YIL035C	YJR007W	BioGRID
YOR061W	YJR007W	BioGRID
YGL019W	YJR007W	BioGRID
YOR039W	YJR007W	BioGRID
YJL106W	YDR310C	BioGRID
YBR160W	YDR310C	BioGRID
YBR136W	YDR310C	BioGRID
YBL088C	YDR310C	BioGRID
YPR119W	YDR310C	BioGRID
YKL166C	YML052W	BioGRID
YKL139W	YPL032C	BioGRID
YDR466W	YPL032C	BioGRID
YMR001C	YJL187C	BioGRID
YBR160W	YJL187C	BioGRID
YNL298W	YJL187C	BioGRID
YDR477W	YAR042W	BioGRID
YBR136W	YJL176C	BioGRID
YBL088C	YJL176C	BioGRID
YBR160W	YER111C	BioGRID
YBR160W	YDR146C	BioGRID
YPR119W	YDR146C	BioGRID
YPL153C	YLR182W	BioGRID
YBR160W	YLR182W	BioGRID
YGR109C	YLR182W	BioGRID
YFR028C	YLR182W	BioGRID
YHR030C	YLR182W	BioGRID
YBR136W	YDR334W	BioGRID
YBL088C	YDR334W	BioGRID
YBR160W	YPR095C	BioGRID
YBR059C	YPR095C	BioGRID
YBR136W	YDR167W	BioGRID
YBL088C	YDR167W	BioGRID
YBR136W	YDR145W	BioGRID
YBL088C	YDR145W	BioGRID
YPL153C	YCR042C	BioGRID
YBR160W	YMR005W	BioGRID
YPR119W	YMR005W	BioGRID
YBR136W	YMR236W	BioGRID
YBL088C	YMR236W	BioGRID
YBR160W	YML072C	BioGRID
YPR119W	YML072C	BioGRID
YJR059W	YPL180W	BioGRID
YBR160W	YPL180W	BioGRID
YPR119W	YPL180W	BioGRID
YBR160W	YMR291W	BioGRID
YBR160W	YHR159W	BioGRID
YPR119W	YHR159W	BioGRID
YBL016W	YBR083W	BioGRID
YBR160W	YML064C	BioGRID
YPR119W	YML064C	BioGRID
YBR160W	YKR062W	BioGRID
YPR119W	YKR062W	BioGRID
YIR026C	YDR460W	BioGRID
YBR160W	YGR005C	BioGRID
YPR119W	YGR005C	BioGRID
YBR160W	YKL140W	BioGRID
YKL166C	YKL140W	BioGRID
YBR160W	YKR089C	BioGRID
YPR119W	YKR089C	BioGRID
YDL028C	YIL144W	BioGRID
YOL045W	YMR260C	BioGRID
YHR082C	YGR162W	BioGRID
YNL032W	YGR162W	BioGRID
YBR160W	YGL049C	BioGRID
YPL204W	YPR016C	BioGRID
YOL045W	YDL110C	BioGRID
YBR136W	YKL058W	BioGRID
YBL088C	YKL058W	BioGRID
YPL153C	YNL273W	BioGRID
YKL139W	YOL006C	BioGRID
YBR160W	YNL088W	BioGRID
YLL019C	YNL088W	BioGRID
YIL035C	YNL088W	BioGRID
YOR061W	YNL088W	BioGRID
YBL105C	YJR066W	BioGRID
YBL105C	YKL203C	BioGRID
YBR160W	YLR183C	BioGRID
YPR119W	YLR183C	BioGRID
YGL021W	YGR138C	BioGRID
YOL100W	YGR138C	BioGRID
YDR477W	YGR138C	BioGRID
YBR160W	YMR261C	BioGRID
YBR160W	YMR233W	BioGRID
YLL019C	YKR056W	BioGRID
YBR136W	YDL201W	BioGRID
YBL088C	YDL201W	BioGRID
YPL141C	YML028W	BioGRID
YBR160W	YER093C	BioGRID
YPR119W	YER093C	BioGRID
YIL035C	YML100W	BioGRID
YBR160W	YML100W	BioGRID
YNL307C	YML100W	BioGRID
YDL188C	YKL033W	BioGRID
YIL035C	YDL122W	BioGRID
YKL198C	YER151C	BioGRID
YDR477W	YER151C	BioGRID
YBR160W	YGR184C	BioGRID
YPL141C	YML013W	BioGRID
YOL045W	YKL035W	BioGRID
YBR160W	YPL020C	BioGRID
YBR160W	YIL031W	BioGRID
YPR119W	YIL031W	BioGRID
YMR139W	YDR207C	BioGRID
YNL307C	YDR207C	BioGRID
YDL079C	YDR207C	BioGRID
YPL141C	YDR207C	BioGRID
YJL164C	YJL130C	BioGRID
YBL105C	YBL039C	BioGRID
YJL164C	YBL039C	BioGRID
YBR160W	YML029W	BioGRID
YPL153C	YDL058W	BioGRID
YOR090C	YML093W	BioGRID
YJR059W	YML093W	BioGRID
YDL047W	YIL135C	BioGRID
YBR160W	YIL135C	BioGRID
YDL230W	YIL135C	BioGRID
YDL025C	YOR054C	BioGRID
YBR160W	YOR054C	BioGRID
YPL140C	YLR410W	BioGRID
YBR160W	YLR410W	BioGRID
YKL198C	YLR410W	BioGRID
YDR477W	YBR127C	BioGRID
YBR136W	YBR127C	BioGRID
YBL088C	YBR127C	BioGRID
YBR160W	YNL321W	BioGRID
YPR119W	YNL321W	BioGRID
YBR160W	YLL040C	BioGRID
YLR248W	YLL040C	BioGRID
YER123W	YDR080W	BioGRID
YDR477W	YDR372C	BioGRID
YJR059W	YDR372C	BioGRID
YBR160W	YLR337C	BioGRID
YDL047W	YPL019C	BioGRID
YKL139W	YPL019C	BioGRID
YPL179W	YPL019C	BioGRID
YBR160W	YML076C	BioGRID
YBR160W	YOR083W	BioGRID
YPR119W	YOR083W	BioGRID
YBR160W	YHL028W	BioGRID
YPR119W	YHL028W	BioGRID
YBR160W	YIL101C	BioGRID
YBR160W	YDR369C	BioGRID
YIL095W	YHR161C	BioGRID
YKL166C	YAR009C	BioGRID
YDR477W	YAR009C	BioGRID
YCR008W	YAR009C	BioGRID
YKL139W	YAR009C	BioGRID
YKL126W	YAR009C	BioGRID
YBR097W	YAR009C	BioGRID
YGL059W	YAR010C	BioGRID
YKL166C	YBL005W-A	BioGRID
YBR160W	YBL005W-A	BioGRID
YBR028C	YBR238C	BioGRID
YIL035C	YDR135C	BioGRID
YOR061W	YDR135C	BioGRID
YJL164C	YDR135C	BioGRID
YMR001C	YDR325W	BioGRID
YBR160W	YCL019W	BioGRID
YPR119W	YCL019W	BioGRID
YMR001C	YLR272C	BioGRID
YBR160W	YDR089W	BioGRID
YKL171W	YDR089W	BioGRID
YBR160W	YDR239C	BioGRID
YPR119W	YDR239C	BioGRID
YKL139W	YDR239C	BioGRID
YBR160W	YEL043W	BioGRID
YBR160W	YER041W	BioGRID
YDL047W	YER079W	BioGRID
YBR160W	YER079W	BioGRID
YKL166C	YER079W	BioGRID
YIL035C	YER079W	BioGRID
YBR160W	YFL042C	BioGRID
YNL307C	YGR054W	BioGRID
YBR160W	YGR125W	BioGRID
YPL141C	YGR125W	BioGRID
YGR262C	YGR126W	BioGRID
YKL166C	YGR130C	BioGRID
YKL126W	YGR130C	BioGRID
YBR160W	YGR237C	BioGRID
YPR119W	YGR237C	BioGRID
YKL198C	YDR451C	BioGRID
YIR026C	YHR097C	BioGRID
YPL179W	YHR097C	BioGRID
YKL198C	YHR097C	BioGRID
YBR160W	YIL024C	BioGRID
YPR119W	YIL024C	BioGRID
YBR160W	YIR007W	BioGRID
YBR160W	YJL193W	BioGRID
YOL100W	YKR018C	BioGRID
YBR160W	YLL032C	BioGRID
YPR119W	YLL032C	BioGRID
YBR160W	YLR049C	BioGRID
YPL141C	YLR257W	BioGRID
YLR113W	YLR257W	BioGRID
YDL134C	YLR257W	BioGRID
YKL198C	YLR257W	BioGRID
YKL166C	YMR045C	BioGRID
YBR160W	YMR196W	BioGRID
YBR160W	YNL058C	BioGRID
YPR119W	YNL058C	BioGRID
YNL307C	YNR014W	BioGRID
YKL139W	YNR014W	BioGRID
YLR240W	YOR022C	BioGRID
YDL134C	YDR057W	BioGRID
YBR160W	YML027W	BioGRID
YAL017W	YFR003C	BioGRID
YKL139W	YKL126W	BioGRID
YDR490C	YKL126W	BioGRID
YDR490C	YMR104C	BioGRID
YKL203C	YMR104C	BioGRID
YBR160W	YPL150W	BioGRID
YBR160W	YPR174C	BioGRID
YPR119W	YPR174C	BioGRID
YPL153C	YIL063C	BioGRID
YBR160W	YIL063C	BioGRID
YNL032W	YBR054W	BioGRID
YBR160W	YHR016C	BioGRID
YPR119W	YHR016C	BioGRID
YBR136W	YLR277C	BioGRID
YBL088C	YLR277C	BioGRID
YDR477W	YDR326C	BioGRID
YBR160W	YDR326C	BioGRID
YKL198C	YPL074W	BioGRID
YBR136W	YGR270W	BioGRID
YBL088C	YGR270W	BioGRID
YPL042C	YJL056C	BioGRID
YLR240W	YJL056C	BioGRID
YLR240W	YOL109W	BioGRID
YGR262C	YOL109W	BioGRID
YKL198C	YOL109W	BioGRID
YBR136W	YDR285W	BioGRID
YBL088C	YDR285W	BioGRID
YDR075W	YDR285W	BioGRID
YNL201C	YDR285W	BioGRID
YBR160W	YDR285W	BioGRID
YPR120C	YDR285W	BioGRID
YBR136W	YGR211W	BioGRID
YBL088C	YGR211W	BioGRID
YBR160W	YNR039C	BioGRID
YPR119W	YNR039C	BioGRID
YKL198C	YER033C	BioGRID
YBR160W	YER033C	BioGRID
YDR477W	YGL255W	BioGRID
YMR216C	YGL255W	BioGRID
YML057W	YGR285C	BioGRID
YBR059C	YER087W	Fasolo 2011
YNL020C	YNL272C	Fasolo 2011
YJL095W	YFL023W	Fasolo 2011
YFL029C	YDL220C	Fasolo 2011
YNL161W	YBL069W	Fasolo 2011
YAR019C	YER087W	Fasolo 2011
YBR059C	YDR188W	Fasolo 2011
YNL020C	YGR130C	Fasolo 2011
YJL095W	YER120W	Fasolo 2011
YFL029C	YLL008W	Fasolo 2011
YNL161W	YER036C	Fasolo 2011
YAR019C	YJR047C	Fasolo 2011
YBR059C	YGR256W	Fasolo 2011
YNL020C	YMR196W	Fasolo 2011
YJL095W	YIL104C	Fasolo 2011
YFL029C	YBR088C	Fasolo 2011
YNL161W	YOL070C	Fasolo 2011
YAR019C	YCL035C	Fasolo 2011
YBR059C	YML048W	Fasolo 2011
YJL095W	YJR097W	Fasolo 2011
YNL161W	YIL016W	Fasolo 2011
YAR019C	YLR258W	Fasolo 2011
YBR059C	YLR258W	Fasolo 2011
YNL161W	YDR293C	Fasolo 2011
YAR019C	YMR139W	Fasolo 2011
YBR059C	YNL104C	Fasolo 2011
YNL161W	YBR169C	Fasolo 2011
YAR019C	YDR382W	Fasolo 2011
YBR059C	YMR004W	Fasolo 2011
YNL161W	YKR079C	Fasolo 2011
YAR019C	YPL201C	Fasolo 2011
YBR059C	YHR063C	Fasolo 2011
YNL161W	YFL010C	Fasolo 2011
YBR059C	YIL160C	Fasolo 2011
YNL161W	YDR132C	Fasolo 2011
YBR059C	YOL066C	Fasolo 2011
YNL161W	YER067W	Fasolo 2011
YBR059C	YMR139W	Fasolo 2011
YNL161W	YGL210W	Fasolo 2011
YBR059C	YCR052W	Fasolo 2011
YBR059C	YJL080C	Fasolo 2011
YBR059C	YNL272C	Fasolo 2011
YBR059C	YHR207C	Fasolo 2011
YBR059C	YGL213C	Fasolo 2011
YBR059C	YOR027W	Fasolo 2011
YBR059C	YKR079C	Fasolo 2011
YBR059C	YBL055C	Fasolo 2011
YBR059C	YGR287C	Fasolo 2011
YBR059C	YHR214C-C	Fasolo 2011
YBR059C	YJR111C	Fasolo 2011
YBR059C	YLR392C	Fasolo 2011
YBR059C	YMR196W	Fasolo 2011
YBR160W	YJR082C	Fasolo 2011
YDL017W	YJR082C	Fasolo 2011
YBR274W	YPR145W	Fasolo 2011
YNL298W	YEL029C	Fasolo 2011
YFR014C	YML022W	Fasolo 2011
YOL016C	YLR370C	Fasolo 2011
YBR160W	YKR080W	Fasolo 2011
YDL017W	YMR146C	Fasolo 2011
YBR274W	YBR252W	Fasolo 2011
YNL298W	YBR252W	Fasolo 2011
YFR014C	YMR116C	Fasolo 2011
YOL016C	YPL166W	Fasolo 2011
YBR160W	YBR031W	Fasolo 2011
YDL017W	YKR047W	Fasolo 2011
YBR274W	YJR082C	Fasolo 2011
YNL298W	YJR082C	Fasolo 2011
YFR014C	YJL188C	Fasolo 2011
YOL016C	YER119C	Fasolo 2011
YBR160W	YKL211C	Fasolo 2011
YBR274W	YBR177C	Fasolo 2011
YNL298W	YGR200C	Fasolo 2011
YFR014C	YDL143W	Fasolo 2011
YOL016C	YJL188C	Fasolo 2011
YBR160W	YCR016W	Fasolo 2011
YBR274W	YGR200C	Fasolo 2011
YNL298W	YBR031W	Fasolo 2011
YFR014C	YLR307W	Fasolo 2011
YOL016C	YDL143W	Fasolo 2011
YBR160W	YKL023W	Fasolo 2011
YBR274W	YDR516C	Fasolo 2011
YNL298W	YJL070C	Fasolo 2011
YFR014C	YNL111C	Fasolo 2011
YOL016C	YLR307W	Fasolo 2011
YBR160W	YHR174W	Fasolo 2011
YDL017W	YKL023W	Fasolo 2011
YBR274W	YJL167W	Fasolo 2011
YNL298W	YKL149C	Fasolo 2011
YBR160W	YBR019C	Fasolo 2011
YBR274W	YCR075C	Fasolo 2011
YNL298W	YOR264W	Fasolo 2011
YBR160W	YPL171C	Fasolo 2011
YBR274W	YIL065C	Fasolo 2011
YNL298W	YCR075C	Fasolo 2011
YBR160W	YDL236W	Fasolo 2011
YBR274W	YOR271C	Fasolo 2011
YNL298W	YHR104W	Fasolo 2011
YBR160W	YKL181W	Fasolo 2011
YBR274W	YER174C	Fasolo 2011
YNL298W	YER174C	Fasolo 2011
YBR160W	YMR146C	Fasolo 2011
YBR274W	YML048W	Fasolo 2011
YNL298W	YPR169W	Fasolo 2011
YBR160W	YNR046W	Fasolo 2011
YBR274W	YGR264C	Fasolo 2011
YNL298W	YJL124C	Fasolo 2011
YBR274W	YBR170C	Fasolo 2011
YNL298W	YER142C	Fasolo 2011
YBR160W	YKL210W	Fasolo 2011
YBR274W	YER153C	Fasolo 2011
YNL298W	YCL061C	Fasolo 2011
YBR160W	YKR047W	Fasolo 2011
YBR274W	YMR205C	Fasolo 2011
YNL298W	YKL167C	Fasolo 2011
YBR160W	YGR135W	Fasolo 2011
YDL017W	YKL142W	Fasolo 2011
YBR160W	YOR101W	Fasolo 2011
YDL017W	YDR335W	Fasolo 2011
YBR160W	YIL053W	Fasolo 2011
