systematicName,geneSymbol,"ctk1-del vs. wt","ctk1-del vs. wt","cak1-del vs. wt","cak1-del vs. wt",
YKL169C,YKL169C,0.28913803,0.981,-0.29841368,0,
YKL170W,MRPL38,-0.12865153,1,-0.38493029,0,
YKL171W,YKL171W,-0.029031523,1,-0.23678901,0.825,
YKL172W,EBP2,-0.29657677,0.968,-0.53424072,0,
YKL173W,SNU114,-0.2340885,1,-0.44504579,0,
YKL174C,TPO5,0.081257809,1,-0.22509447,1,
YKL175W,ZRT3,0.1048063,1,0.0092755016,1,
YKL176C,LST4,0.2509737,0.993,0.44730412,0,
YKL177W,YKL177W,0.33587195,1,-0.19941274,0.838,
YKL178C,STE3,0.31418605,0.414,0.22474416,0.817,
YKL179C,COY1,-0.18014873,1,-0.22529853,1,
YKL180W,RPL17A,-0.59790655,0,0.69303415,0,
YKL181W,PRS1,-0.013466737,1,-0.38612139,0.001,
YKL182W,FAS1,-0.49702382,0.008,-0.78781917,0,
YKL183W,LOT5,-1.7544849,0,-0.10847816,1,
YKL184W,SPE1,0.42854978,0.008,0.12525434,1,
YKL185W,ASH1,-0.1650429,1,0.42641506,0,
YKL186C,MTR2,-0.30976529,0.95,0.067239443,1,
YKL187C,YKL187C,0.93373125,0,0.2022986,1,
YKL188C,PXA2,1.5314638,0,0.33560902,0,
YKL189W,HYM1,0.19726152,1,1.0072673,0,
YKL190W,CNB1,0.13811982,1,0.14024204,1,
YKL191W,DPH2,-0.31415671,1,-0.50502944,0,
YKL192C,ACP1,-0.02585252,1,0.047845461,1,
YKL193C,SDS22,-0.085311494,1,0.20381507,1,
YKL194C,MST1,0.056888682,1,-0.024412365,1,
YKL195W,MIA40,0.13114166,1,-0.18077164,1,
YKL196C,YKT6,0.011280936,1,-0.2730084,0.014,
YKL197C,PEX1,-0.22572023,1,0.54476233,0,
YKL198C,PTK1,-0.26093825,0.945,-0.11201002,1,
YKL198C,PTK1,-0.19195769,1,-0.029885548,1,
YKL201C,MNN4,0.44320349,0.002,-0.026510684,1,
YKL202W,YKL202W,-0.17804657,1,-0.56341384,0,
YKL203C,TOR2,0.41155641,0.003,-0.21777933,1,
YKL204W,EAP1,-0.11548804,1,-0.10417779,1,
YKL205W,LOS1,-0.24199537,1,-0.44743012,0,
YKL206C,ADD66,0.2690092,0.832,-0.20416823,1,
YKL207W,YKL207W,-0.029695558,1,-0.22233496,0.851,
YKL208W,CBT1,-0.74887841,0,0.024957899,1,
YKL209C,STE6,0.49814873,0.003,0.79451984,0,
YKL210W,UBA1,0.55822844,0,-0.16054182,1,
YKL211C,TRP3,-0.20080657,1,0.055514984,1,
YKL212W,SAC1,-0.33081899,0.991,-0.31938398,0.202,
YKL213C,DOA1,0.25054932,1,0.11858565,1,
YKL214C,YRA2,0.14092259,1,-0.44756587,0.003,
YKL215C,YKL215C,0.66711097,0,0.19817981,1,
YKL216W,URA1,-0.71188717,0,-0.18472462,1,
YKL217W,JEN1,0.13733301,1,0.63141165,0,
YKL218C,SRY1,-0.85646552,0,0.86981614,0,
YKL219W,COS9,0.013040556,1,0.074341017,1,
YKL220C,FRE2,1.6583989,0,0.20941593,0.999,
YKL221W,MCH2,1.5221713,0,0.85541569,0,
YKL222C,YKL222C,0.62623352,0,0.57057951,0,
YKL223W,YKL223W,-0.21237864,1,-0.070771043,1,
YKL224C,PAU16,0.066096081,1,1.061078,0,
YKL225W,YKL225W,1.2350775,0,0.07591593,1,
YKR001C,VPS1,0.14198204,1,-0.36945474,0,
YKR002W,PAP1,0.14377217,1,-0.17959145,1,
YKR003W,OSH6,-0.36392252,0.017,-0.083803132,1,
YKR004C,ECM9,-0.27370586,0.696,-0.055246481,1,
YKR005C,YKR005C,0.46253401,0.003,0.21030158,1,
YKR006C,MRPL13,0.096842053,1,0.055542748,1,
YKR007W,MEH1,-0.43203018,0.005,-0.36546806,0.562,
YKR008W,RSC4,-0.15691983,1,-0.66605653,0,
YKR009C,FOX2,0.25492052,0.99,0.064910436,1,
YKR010C,TOF2,-1.0872275,0,-0.57906385,0,
YKR011C,YKR011C,0.090392778,1,0.030251315,1,
YKR012C,YKR012C,0.4011717,0.005,-0.77055235,0,
YKR013W,PRY2,0.63722999,0,1.5156166,0,
YKR014C,YPT52,0.097880434,1,0.28486943,0.753,
YKR015C,YKR015C,0.2450088,1,0.15827239,1,
YKR016W,FMP13,-0.059553572,1,0.082075787,1,
YKR017C,YKR017C,0.47918916,0.011,-0.48777514,0,
YKR018C,YKR018C,-0.47005915,0,-0.099211619,1,
YKR019C,IRS4,-0.31889441,1,-0.26597935,0.019,
YKR020W,VPS51,-1.1091689,0,-0.093600389,1,
YKR021W,ALY1,0.32013804,0.345,0.12210282,1,
YKR022C,NTR2,0.3471327,1,-0.068504524,1,
YKR023W,YKR023W,0.25254888,1,-0.20406519,0.826,
YKR024C,DBP7,0.10136769,1,-0.23578635,0.397,
YKR025W,RPC37,-0.14847281,1,0.048710495,1,
YKR026C,GCN3,-0.383823,0.32,-0.17853957,1,
YKR027W,BCH2,0.5205882,0,0.54730175,0,
YKR028W,SAP190,-0.087340939,1,-0.43117208,0,
YKR029C,SET3,0.12549241,1,-0.092589358,1,
YKR030W,GMH1,0.026630112,1,-0.13156924,1,
YKR031C,SPO14,0.23262392,1,-0.11498955,1,
YKR032W,YKR032W,0.14899916,1,-0.13042071,1,
YKR033C,YKR033C,-0.28755565,1,-0.27755671,0.032,
YKR034W,DAL80,0.2860413,0.932,0.39854739,0,
YKR035C,OPI8,0.29693309,0.663,-0.45255609,0,
YKR035W-A,DID2,0.0021047986,1,-0.065337066,1,
YKR036C,CAF4,0.086797351,1,0.098783352,1,
YKR037C,SPC34,-0.009204843,1,-0.22932654,1,
YKR038C,KAE1,-0.28133545,0.936,0.086906023,1,
YKR039W,GAP1,-0.21575903,1,1.4322325,0,
YKR040C,YKR040C,-0.12086045,1,-0.35306872,0,
YKR041W,YKR041W,-0.13703054,1,0.023042393,1,
YKR042W,UTH1,-0.35593146,0.059,-0.63903573,0,
YKR043C,YKR043C,-0.35193037,0.033,0.10374604,1,
YKR044W,UIP5,-0.088184189,1,0.15354595,1,
YKR045C,YKR045C,-0.79534592,0,-0.36083824,0,
YKR046C,PET10,1.4102651,0,0.93865465,0,
YKR047W,YKR047W,-0.1436421,1,-0.42104197,0,
YKR048C,NAP1,-0.30172639,0.611,-0.035968142,1,
YKR049C,FMP46,0.14733275,1,0.54085058,0,
YKR050W,TRK2,0.62197448,0,0.35333458,0,
YKR051W,YKR051W,0.14763233,1,0.0061471929,1,
YKR052C,MRS4,-0.12044008,1,-0.24397589,1,
YKR053C,YSR3,0.46052241,0,-0.15808,1,
YKR054C,DYN1,0.20952823,1,-0.53723149,0,
YKR055W,RHO4,-0.30566535,0.384,-0.16093855,1,
YKR056W,TRM2,-0.46594039,0.001,-0.69254116,0,
YKR057W,RPS21A,-0.44500651,0.208,-0.72977488,0,
YKR058W,GLG1,0.33685464,0.139,0.35956615,0,
YJL138C,TIF2,-0.98039486,0,-1.0138032,0,
YKR060W,UTP30,-0.46049077,0.002,-0.6702518,0,
YKR061W,KTR2,-0.15190051,1,1.2445705,0,
YKR062W,TFA2,-0.63243882,0,0.01655337,1,
YKR063C,LAS1,-0.35877954,0.186,-0.33558452,0.004,
YKR064W,OAF3,0.69226649,0,-0.011921054,1,
YKR065C,PAM17,-0.13523422,1,-0.19560936,0.977,
YKR066C,CCP1,-0.13714953,1,0.25816914,0.098,
YKR067W,GPT2,0.23014152,1,0.16512085,1,
YKR068C,BET3,0.18114073,1,0.12397073,1,
YKR069W,MET1,0.50573852,0.013,0.08236197,1,
YKR070W,YKR070W,-0.2309155,1,0.067666249,1,
YKR071C,DRE2,0.24751439,0.993,-0.62480595,0,
YKR072C,SIS2,-0.56557727,0,-0.28052739,0.058,
YKR073C,YKR073C,-0.40567695,0.265,-0.30340252,0.019,
YKR074W,YKR074W,-0.066585991,1,-0.092513983,1,
YKR075C,YKR075C,0.74795448,0,0.59209101,0,
YKR076W,ECM4,0.21869439,1,1.2638337,0,
YKR077W,YKR077W,-0.17744768,1,0.054987358,1,
YKR078W,YKR078W,0.24818262,0.996,-0.022188164,1,
YKR079C,TRZ1,-0.11248253,1,-0.16558811,1,
YKR080W,MTD1,0.817656,0,0.94025697,0,
YKR081C,RPF2,-0.076026332,1,-0.53005778,0,
YKR082W,NUP133,-0.15928138,1,-0.22315653,0.417,
YKR083C,DAD2,-0.091331561,1,-0.75522495,0,
YKR084C,HBS1,-0.33297807,0.431,-0.24331826,0.562,
YKR085C,MRPL20,-0.4080851,0.019,-0.49381853,0,
YKR086W,PRP16,0.27410061,1,-0.11505361,1,
YKR087C,OMA1,0.17148868,1,-0.021994789,1,
YKR088C,TVP38,-0.021524646,1,0.058011644,1,
YKR089C,TGL4,-0.2604301,1,0.20164641,1,
YKR090W,PXL1,-0.48070972,0,-0.24217965,0.126,
YKR091W,SRL3,1.1801861,0,1.607631,0,
YKR092C,SRP40,-0.48299851,0.998,-0.59375505,0,
YKR093W,PTR2,1.267392,0,-0.27809367,0.082,
YKR094C,UBI4,-0.093554208,1,-0.93434498,0,
YKR095W,MLP1,-0.081160418,1,-0.54432112,0,
YKR096W,YKR096W,0.12020594,1,0.11049688,1,
YKR097W,PCK1,-0.17130506,1,1.6135081,0,
YKR098C,UBP11,-0.16935363,1,0.12434137,1,
YKR099W,BAS1,-0.29662816,0.724,-0.61733053,0,
YKR100C,SKG1,-0.007454878,1,0.08357421,1,
YKR101W,SIR1,0.59864152,0,0.058676691,1,
YKR102W,FLO10,1.3510346,0,0.80240004,0,
YKR103W,YKR103W,1.1218443,0,0.71838574,0,
YKR104W,YKR104W,1.5490382,0,0.71001401,0,
YCL069W,VBA3,1.9056282,0,0.28108692,0.008,
YCL073C,YCL073C,-0.9640918,0,0.86170133,0,
YLL001W,DNM1,0.1062545,1,0.20133275,1,
YLL002W,RTT109,0.40531713,0.004,-0.48707533,0,
YLL003W,SFI1,0.082743458,1,-0.56310687,0,
YLL004W,ORC3,-0.1862422,1,-0.15823616,1,
YLL005C,SPO75,0.38881774,0.575,0.67754883,0,
YLL006W,MMM1,-0.50484109,0.125,0.24332786,0.667,
YLL007C,YLL007C,0.25749345,1,-0.010747617,1,
YLL008W,DRS1,-0.19980374,1,-0.51827327,0,
YLL009C,COX17,0.56345103,0,0.0046092533,1,
YLL010C,PSR1,-0.11551304,1,-0.16152256,1,
YLL011W,SOF1,-0.026344645,1,-0.49599597,0,
YLL012W,YEH1,-0.18447539,1,0.36372057,0.007,
YLL013C,PUF3,-0.28011039,0.874,-0.24434839,1,
YLL014W,YLL014W,-0.17556776,1,-0.15828768,1,
YLL015W,BPT1,0.16042974,1,0.048138514,1,
YLL016W,YLL016W,0.38302131,0.086,-0.050617468,1,
YLL017W,YLL017W,-0.045001216,1,-0.3335797,0.045,
YLL018C,DPS1,-0.69114289,0,-0.097413897,1,
YLL018C-A,COX19,-0.32300691,1,-0.22735589,0.632,
YLL019C,KNS1,0.3004752,0.824,0.27401709,0.011,
YLL020C,YLL020C,0.54169324,0,0.33833883,0,
YLL021W,SPA2,-0.1266624,1,-0.35160451,0.001,
YLL022C,HIF1,-0.21898112,1,-0.17782787,1,
YLL023C,YLL023C,0.10468555,1,-0.021291829,1,
YAL005C,SSA1,-0.26708483,0.999,-0.51196837,0,
YLL025W,PAU17,0.65346364,0,0.75867841,0,
YLL026W,HSP104,0.87467895,0,0.9237501,0,
YLL027W,ISA1,-0.24912599,1,0.77197852,0,
YLL028W,TPO1,-0.20567647,1,0.49459994,0,
YLL029W,YLL029W,-0.31464826,1,-0.48520611,0,
YLL030C,YLL030C,-0.30821752,0.36,-0.35461559,0,
YLL031C,GPI13,-0.35571176,0.057,-0.31322788,0.005,
YLL032C,YLL032C,-0.31996196,1,-0.19884134,1,
YLL033W,IRC19,-0.015444188,1,-0.37117602,0,
YLL034C,RIX7,-0.059735507,1,-0.48513947,0,
YLL035W,GRC3,0.26790729,1,-0.21220816,0.798,
YLL036C,PRP19,-0.27470732,0.993,-0.7407239,0,
YLL037W,YLL037W,0.14324973,1,-0.22137424,0.844,
YLL038C,ENT4,-0.48882346,0,-0.18304975,1,
YLL039C,UBI4,0.29840025,0.703,0.12443402,1,
YLL040C,VPS13,0.60519088,0,-0.30221195,0.234,
YLL041C,SDH2,-0.073543547,1,1.0584343,0,
YLL042C,ATG10,1.6918647,0,0.22767947,0.551,
YLL043W,FPS1,0.16566115,1,-0.26193261,0.242,
YLL044W,YLL044W,-0.083379666,1,-0.55105466,0,
YLL045C,RPL8B,-0.70057245,0,-0.91097921,0,
YLL046C,RNP1,-0.018471716,1,0.15714722,1,
YLL047W,YLL047W,0.0051412496,1,-0.22932654,0.96,
YLL048C,YBT1,0.11816035,1,-0.036407506,1,
YLL049W,LDB18,0.026375154,1,0.21838441,0.738,
YLL050C,COF1,-0.23841515,1,0.18979294,1,
YLL051C,FRE6,-0.46850924,0.026,0.20109432,0.998,
YLL052C,AQY2,0.43419852,0.009,-0.15570434,1,
YLL053C,YLL053C,0.85849033,0,-0.0766728,1,
YLL054C,YLL054C,0.081012325,1,-0.14949018,1,
YLL055W,YCT1,0.51454143,0,0.36932688,0,
YLL056C,YLL056C,0.6301911,0,0.2398868,0.489,
YLL057C,JLP1,0.2178635,1,0.63879674,0,
YLL058W,YLL058W,0.25006416,1,0.22429964,0.904,
YLL059C,YLL059C,0.018406287,1,0.16866771,1,
YLL060C,GTT2,0.64522206,0,0.2519917,0.22,
YLL061W,MMP1,0.074491735,1,-0.78469168,0,
YLL062C,MHT1,-0.47820549,0.038,-0.46503998,0,
YLL063C,AYT1,0.028371122,1,0.008716348,1,
YDR542W,PAU10,0.18260332,1,1.0105722,0,
YLL065W,YLL065W,2.1057183,0,0.28214323,0.241,
YBL113C,YBL113C,1.6745827,0,1.4021,0,
YDR545W,YRF1-5,1.2315491,0,1.0469031,0,
YLR001C,YLR001C,0.10085658,1,-0.011846868,1,
YLR002C,NOC3,-0.32789876,0.464,-0.62779451,0,
YLR003C,YLR003C,-0.24081007,1,-0.40429394,0,
YLR004C,THI73,0.78982939,0,0.29386484,0.063,
YLR005W,SSL1,0.04749651,1,-0.11263694,1,
YLR006C,SSK1,0.033003568,1,-0.21414148,1,
YLR007W,NSE1,0.368489,0.713,0.67909045,0,
YLR008C,PAM18,-0.61164953,0,-0.87663045,0,
YLR009W,RLP24,-0.010686572,1,-0.36318562,0,
YLR010C,TEN1,0.1930021,1,-0.35435736,0,
YLR011W,LOT6,0.31461533,0.686,0.17606741,1,
YLR012C,YLR012C,-0.15974384,1,0.067955304,1,
YLR013W,GAT3,-0.17572256,1,-0.0053290468,1,
YLR014C,PPR1,0.46007151,0.569,-0.31437376,0.026,
YLR015W,BRE2,-0.76258313,0,-0.16229568,1,
YLR016C,PML1,-0.37275552,0.019,-0.35905337,0.011,
YLR017W,MEU1,-0.19798881,1,-0.4017987,0.022,
YLR018C,POM34,-0.21346218,1,-0.18037596,1,
YLR019W,PSR2,-0.5160661,0,-0.14171179,1,
YLR020C,YEH2,-0.040998498,1,-0.11030686,1,
YLR021W,IRC25,-0.62849689,0,-0.71945696,0,
YLR022C,SDO1,-0.3393342,0.37,-0.40870931,0,
YLR023C,IZH3,0.47189497,0,0.021692918,1,
YLR024C,UBR2,-0.45984176,0.008,0.084050654,1,
YLR025W,SNF7,-0.030156586,1,0.050299689,1,
YLR026C,SED5,-0.18039394,1,-0.21818877,0.921,
YLR027C,AAT2,-0.57999521,0,0.16998912,1,
YLR028C,ADE16,-0.41246602,0.063,-0.18903544,1,
YLR029C,RPL15A,-0.18267636,1,-0.25511903,0.091,
YLR030W,YLR030W,0.07746178,1,0.1810262,1,
YLR031W,YLR031W,-0.094518162,1,0.32814711,0.007,
YLR032W,RAD5,0.7727978,0,-0.50550042,0,
YLR033W,RSC58,-0.2629138,0.988,-0.57212569,0,
YLR034C,SMF3,-0.32026815,0.318,-0.29690285,0.072,
YLR035C,MLH2,-0.076695622,1,0.19249719,0.984,
YBL005W-B,YBL005W-B,0.92314918,0,1.0577552,0,
YLR036C,YLR036C,-1.2101589,0,-1.2047384,0,
YLR037C,DAN2,0.67437929,0,1.2046416,0,
YLR038C,COX12,0.17924351,1,0.41515291,0,
YLR039C,RIC1,0.4116974,0.005,-0.080704162,1,
YLR040C,YLR040C,-0.58678722,0,-0.11938656,1,
YLR041W,YLR041W,0.028074025,1,-0.18585158,1,
YLR042C,YLR042C,1.0656895,0,1.3058655,0,
YLR043C,TRX1,-0.094370294,1,-0.3591829,0.014,
YLR044C,PDC1,-0.2358628,1,0.33115486,0.008,
YLR045C,STU2,-0.98362064,0,-0.204253,1,
YLR046C,YLR046C,0.2640079,0.935,-0.054838807,1,
YLR047C,FRE8,-0.39778259,0.008,-0.16209711,1,
YLR048W,RPS0B,-0.55872051,0.035,-0.05104936,1,
YLR049C,YLR049C,0.0014563866,1,0.17578645,1,
YLR050C,YLR050C,0.02933273,1,-0.022431383,1,
YLR051C,FCF2,-0.20793762,1,0.047287099,1,
YLR052W,IES3,-0.21245386,1,-0.054997667,1,
YLR053C,YLR053C,1.116438,0,0.32695146,0,
YLR054C,OSW2,-0.52453529,0.003,0.583702,0,
YLR055C,SPT8,-0.34636577,0.147,-0.45798766,0,
YLR056W,ERG3,-0.490744,0,0.10244314,1,
YLR057W,YLR057W,0.79996592,0,0.025170576,1,
YLR058C,SHM2,-0.33129084,0.506,0.22632356,0.577,
YLR059C,REX2,-0.93788658,0,-0.96695413,0,
YLR060W,FRS1,-0.36352154,0.139,-0.31528717,0.022,
YLR061W,RPL22A,-0.45657935,0.045,-0.43101841,0,
YLR062C,YLR062C,-0.032149686,1,-0.3063324,0.028,
YLR063W,YLR063W,-0.73984424,0,-0.40579162,0,
YLR064W,YLR064W,0.095991913,1,-0.18290071,1,
YLR065C,YLR065C,-0.071101401,1,0.22331133,1,
YLR066W,SPC3,0.13043012,1,0.11124503,1,
YLR067C,PET309,0.2936883,0.529,-0.4331381,0,
YLR068W,FYV7,0.094492826,1,-0.16408239,1,
YLR069C,MEF1,0.15740596,1,-0.092966296,1,
YLR070C,XYL2,0.47084398,0.018,0.42499731,0,
YLR071C,RGR1,-0.1652079,1,-0.28609483,0.108,
YLR072W,YLR072W,0.23340954,1,-0.082841724,1,
YLR073C,YLR073C,-0.21170686,1,-0.4093587,0,
YLR074C,BUD20,-0.42881833,0.002,-0.11548179,1,
YLR075W,RPL10,-0.29793827,0.547,-0.48060907,0,
YLR076C,YLR076C,-0.21701615,1,-0.36336564,0,
YLR077W,FMP25,-0.17381397,1,0.053153052,1,
YLR078C,BOS1,-0.047110339,1,-0.012901832,1,
YLR079W,SIC1,-0.11029596,1,0.24310847,0.338,
YLR080W,EMP46,0.77052462,0,0.72702298,0,
YLR081W,GAL2,0.13818536,1,0.54261465,0,
YLR082C,SRL2,-0.049182246,1,0.14081791,1,
YLR083C,EMP70,-0.23706274,1,-0.44786299,0,
YLR084C,RAX2,0.078937683,1,0.077270348,1,
YLR085C,ARP6,-0.62017945,0.007,-0.18472134,1,
YLR086W,SMC4,0.41745559,0.007,0.12554531,1,
YLR087C,CSF1,0.7212064,0,-0.25614039,0.107,
YLR088W,GAA1,-0.14594689,1,-0.045589256,1,
YLR089C,ALT1,0.22689073,1,0.021678706,1,
YLR090W,XDJ1,-0.27225377,0.993,0.18461038,1,
YLR091W,YLR091W,-0.79292428,0,-0.68064335,0,
YLR092W,SUL2,0.94825695,0,0.44195085,0,
YLR093C,NYV1,-0.223426,1,-0.11560839,1,
YLR094C,GIS3,0.28636074,0.932,0.015740187,1,
YLR095C,IOC2,-0.10311748,1,-0.15935227,1,
YLR096W,KIN2,0.32821606,0.07,-0.14528618,1,
YLR097C,HRT3,0.45306975,0.008,0.15262476,1,
YLR098C,CHA4,-0.54806255,0,0.19611599,1,
YLR099C,ICT1,0.54494033,0,0.36116196,0,
YLR099W-A,YLR099W-A,0.053027901,1,-0.32849284,0.98,
YLR100W,ERG27,0.3225512,0.373,-0.082798941,1,
YLR101C,YLR101C,-0.30126589,1,-0.093959113,1,
YLR102C,APC9,-0.025050789,1,-0.010122754,1,
YLR103C,CDC45,0.62126186,0,-0.41387035,0.011,
YLR104W,YLR104W,0.27155715,1,0.1146602,1,
YLR105C,SEN2,1.1286959,0,0.075902242,1,
YLR106C,MDN1,0.34773368,0.07,-0.63987399,0,
YLR107W,REX3,0.17742034,1,-0.0075824985,1,
YLR108C,YLR108C,-0.63522364,0,0.058967553,1,
YLR109W,AHP1,-0.63996391,0,-0.65469447,0,
YLR110C,CCW12,-0.55658006,0,-0.37097451,0,
YLR111W,YLR111W,-0.16274457,1,-0.4096883,0.02,
YLR112W,YLR112W,-0.11087851,1,-1.6839192,0,
YLR113W,HOG1,0.60512449,0,-0.070016656,1,
YLR114C,AVL9,-0.14171975,1,-0.14121848,1,
YLR115W,CFT2,-0.0054912357,1,-0.11362154,1,
YLR116W,MSL5,-0.18450327,1,-0.12907114,1,
YLR117C,CLF1,0.29710923,0.654,-0.22814653,0.269,
YLR118C,YLR118C,-0.9681221,0,0.35841877,0,
YLR119W,SRN2,-0.42531911,0.007,-0.085714093,1,
YLR120C,YPS1,0.79395413,0,1.0449256,0,
YLR121C,YPS3,-0.17992972,1,1.258145,0,
YLR122C,YLR122C,0.11299365,1,0.0024793039,1,
YLR123C,YLR123C,-0.045072661,1,-0.16985503,1,
YLR124W,YLR124W,-0.12955084,1,-0.21110552,0.719,
YLR125W,YLR125W,-0.46061584,0.004,0.247563,0.25,
YLR126C,YLR126C,0.019531129,1,-0.30549061,0.012,
YLR127C,APC2,0.20499206,1,-0.075295032,1,
YLR128W,DCN1,-1.3456708,0,0.10711202,1,
YLR129W,DIP2,-0.23188768,1,-0.68776933,0,
YLR130C,ZRT2,-0.12488522,1,-0.27955867,0.022,
YLR131C,ACE2,0.016738769,1,-0.44222429,0,
YLR132C,YLR132C,-1.5186143,0,-0.15301815,1,
YLR133W,CKI1,-0.37496335,0.053,-0.074106889,1,
YLR134W,PDC5,-0.48686909,0.08,-0.23946223,0.637,
YLR135W,SLX4,0.21969825,1,-0.10524974,1,
YLR136C,TIS11,-0.58212751,0,-1.4190789,0,
YLR137W,YLR137W,0.18354368,1,-0.55779004,0,
YLR138W,NHA1,-0.023340156,1,0.19843129,0.877,
YLR139C,SLS1,-0.016155976,1,-0.32273623,0.147,
YLR140W,YLR140W,0.052012384,1,-0.14009722,1,
YLR141W,RRN5,-0.26875766,0.989,-0.056068174,1,
YLR142W,PUT1,1.5956946,0,1.133557,0,
YLR143W,YLR143W,-0.41303451,0.029,-0.17245085,1,
YLR144C,ACF2,-0.36661529,0.031,0.36447158,0,
YLR145W,RMP1,0.051887134,1,-0.069651722,1,
YLR146C,SPE4,-0.086295993,1,0.00010098512,1,
YLR147C,SMD3,-0.20049321,1,-0.11995555,1,
YLR148W,PEP3,0.15971959,1,-0.20461871,0.998,
YLR149C,YLR149C,0.34708733,0.167,0.96304495,0,
YLR149C-A,YLR149C-A,-0.18637024,1,-0.28003682,0.122,
YLR150W,STM1,-0.34660974,0.998,0.19944935,1,
YLR151C,PCD1,0.64281246,0,0.63907469,0,
YLR152C,YLR152C,0.039208596,1,0.3135361,0,
YLR153C,ACS2,-0.29798616,1,-0.16212778,1,
YLR154C,RNH203,-0.14689858,1,0.049198591,1,
YLR155C,ASP3-4,0.55247544,0,0.30310855,0.115,
YLR156W,YLR156W,-0.78960615,0,0.038070896,1,
YLR155C,ASP3-4,0.64507446,0,0.27318166,1,
YAR010C,YAR010C,0.84326835,0,1.5537881,0,
YAR009C,YAR009C,-0.3653231,0.301,-0.59621529,1,
YLR155C,ASP3-4,0.65810635,0,0.34058506,0.019,
YLR156W,YLR156W,-0.62145065,0,0.062287529,1,
YLR155C,ASP3-4,0.61044495,0,0.35609873,0,
YLR156W,YLR156W,-0.59495305,0,0.26939228,0.11,
YLR162W,YLR162W,-0.14526863,1,-0.16260731,1,
YLR163C,MAS1,-0.13958857,1,-0.18898117,0.996,
YLR164W,YLR164W,0.015854345,1,-0.41526835,0,
YLR165C,PUS5,0.42449217,0.21,-0.012358975,1,
YLR166C,SEC10,-0.42631331,0.002,-0.030109445,1,
YLR167W,UBI4,-0.09944963,1,-0.28427704,0.118,
YLR168C,YLR168C,-0.22529178,1,0.308722,0.005,
YLR169W,YLR169W,-0.2564161,1,-0.37168553,0,
YLR170C,APS1,-0.10119108,1,0.051260719,1,
YLR171W,YLR171W,-0.1869827,1,-0.21433061,0.483,
YLR172C,DPH5,-1.0540897,0,-0.3824194,0,
YLR173W,YLR173W,-0.47942789,0,0.24144972,0.086,
YLR174W,IDP2,1.3872743,0,1.2649507,0,
YLR175W,CBF5,-0.62238979,0,-0.95075121,0,
YLR176C,RFX1,0.67041435,0,-0.021882,1,
YLR177W,YLR177W,0.79003799,0,0.39211955,0.132,
YLR178C,TFS1,1.1562672,0,1.8182125,0,
YLR179C,YLR179C,0.43704659,0.059,0.37557886,0.037,
YLR180W,SAM1,-0.92943756,0,-0.82742288,0,
YLR181C,VTA1,0.044827737,1,-0.11712223,1,
YLR182W,SWI6,-0.1665399,1,-0.45058317,0,
YLR183C,TOS4,0.43595923,0.003,-0.35983814,0,
YLR184W,YLR184W,-0.24777036,1,-0.21972518,0.998,
YLR185W,RPL37A,-0.21161831,1,-0.34135252,0.055,
YLR186W,EMG1,-0.52926636,0,-0.43811767,0,
YLR187W,SKG3,0.27919789,0.994,-0.41960363,0,
YLR188W,MDL1,0.14366769,1,0.12141333,1,
YLR189C,ATG26,0.26857812,0.95,0.24739286,1,
YLR190W,MMR1,-0.10028762,1,-0.24914999,0.972,
YLR191W,PEX13,-0.93901465,0,-0.36026032,0.007,
YLR192C,HCR1,0.061513551,1,-0.33261103,0.027,
YLR193C,UPS1,-0.51673265,0,0.0052849987,1,
YLR194C,YLR194C,1.1814016,0,1.6786308,0,
YLR195C,NMT1,-1.0335164,0,0.037789844,1,
YLR196W,PWP1,-0.3752777,0.015,-0.58959376,0,
YLR197W,SIK1,-0.041436427,1,-0.5551697,0,
YLR198C,YLR198C,-0.37860684,0.019,-0.4967673,0,
YLR199C,PBA1,0.35992592,0.019,-0.052615117,1,
YLR200W,YKE2,-0.078624608,1,-0.27343904,0.531,
YLR201C,COQ9,0.50145443,0.002,0.33790515,0.119,
YLR202C,YLR202C,-0.22657243,1,0.21023923,1,
YLR203C,MSS51,-0.28082883,1,0.15520521,1,
YLR204W,QRI5,0.004321606,1,-0.24591293,0.325,
YLR205C,HMX1,0.85769442,0,0.82962228,0,
YLR206W,ENT2,-0.030501349,1,0.27587717,0.305,
YLR207W,HRD3,-0.81997438,0,-0.0045270589,1,
YLR208W,SEC13,-0.018131276,1,-0.075409035,1,
YLR209C,PNP1,-0.17918629,1,-0.081378679,1,
YLR210W,CLB4,0.13779203,1,0.035286068,1,
YLR211C,YLR211C,0.24071731,0.998,0.25982083,1,
YLR212C,TUB4,0.15243007,1,-0.61938579,0,
YLR213C,CRR1,0.91060987,0,1.7305791,0,
YLR214W,FRE1,0.14383746,1,0.48523102,0,
YLR215C,CDC123,-0.39486982,0.029,-0.55411865,0,
YLR216C,CPR6,0.238579,1,0.36352995,0.009,
YLR217W,YLR217W,0.04704973,1,-0.1177639,1,
YLR218C,YLR218C,-0.59130987,0,-0.35195431,0,
YLR219W,MSC3,-0.16404521,1,0.13856548,1,
YLR220W,CCC1,-0.23505943,1,0.14673341,1,
YLR221C,RSA3,-0.55031503,0.003,-0.48905833,0,
YLR222C,UTP13,-0.13788589,1,-0.54219351,0,
YLR223C,IFH1,0.076203337,1,-0.45756562,0.005,
YLR224W,YLR224W,0.1180673,1,0.12631213,1,
