P	Target	Mode
YER129W	YML037C	
YER129W	YJL108C	
YER129W	YMR115W	
YJL128C	YIL033C	
YJL128C	YKR055W	
YJL128C	YJR059W	
YJL128C	YOL016C	
YPL031C	YHR183W	
YPL031C	YBL011W	
YPL031C	YGL023C	
YPL031C	YEL047C	
YPL031C	YNL289W	
YPL031C	YDR229W	
YPL031C	YJL084C	
YPL031C	YIR040C	
YPL031C	YNL263C	
YPL031C	YIL033C	
YPL031C	YOL016C	
YPL031C	YPL203W	
YOL100W	YGL109W	
YOL100W	YOL077C	
YOL100W	YDR383C	
YOL100W	YOL016C	
YIL095W	YDL013W	
YIL095W	YPR152C	
YIL095W	YIL053W	
YIL095W	YHR056C	
YIL095W	YOR210W	
YIL095W	YGL245W	
YIL095W	YGL051W	
YIL095W	YDL166C	
YIL095W	YMR184W	
YIL095W	YML037C	
YIL095W	YOR050C	
YIL095W	YLR460C	
YIL095W	YKL062W	
YIL095W	YDL223C	
YIL095W	YJL044C	
YIL095W	YAL028W	
YIL095W	YEL058W	
YIL095W	YER036C	
YIL095W	YNL186W	
YIL095W	YBR108W	
YIL095W	YNR006W	
YIL095W	YLR251W	
YIL095W	YNL272C	
YIL095W	YDR034C-C	
YIL095W	YPR137C-A	
YIL095W	YBR130C	
YIL095W	YAR019C	
YIL095W	YGR027C	
YIL095W	YMR053C	
YIL095W	YOR196C	
YIL095W	YBR129C	
YIL095W	YNL054W-A	
YIL095W	YDL220C	
YIL095W	YPL257W-A	
YIL095W	YER122C	
YIL095W	YLR303W	
YIL095W	YPR050C	
YIL095W	YJR092W	
YIL095W	YMR239C	
YIL095W	YDL153C	
YIL095W	YGR276C	
YKL116C	YDL013W	
YKL116C	YMR184W	
YKL116C	YGL210W	
YKL116C	YGL245W	
YKL116C	YNL022C	
YKL116C	YBL024W	
YKL116C	YDR023W	
YKL116C	YOL125W	
YKL116C	YML037C	
YKL116C	YDL128W	
YKL116C	YPR013C	
YKL116C	YLR015W	
YKL116C	YMR284W	
YKL116C	YML073C	
YKL116C	YMR052W	
YKL116C	YNL272C	
YKL116C	YLR257W	
YKL116C	YBL011W	
YKL116C	YDR134C	
YKL116C	YPR050C	
YKL116C	YDR480W	
YKL116C	YBR179C	
YKL116C	YOL086C	
YKL116C	YJR001W	
YDL214C	YBL007C	
YDL214C	YKL168C	
YDL214C	YNR006W	
YDL214C	YAR019C	
YDL214C	YJL198W	
YDL214C	YJL110C	
YDL214C	YDR360W	
YDL214C	YML083C	
YDL214C	YDL153C	
YDL214C	YGR276C	
YDL214C	YCR073W-A	
YDL214C	YML037C	
YDL214C	YMR165C	
YDL214C	YDL038C	
YDL214C	YJL051W	
YDL214C	YDL220C	
YDL214C	YBL024W	
YDL214C	YMR102C	
YDL214C	YOL065C	
YDL214C	YHL018W	
YDL214C	YAR018C	
YDL214C	YKR092C	
YDL214C	YGR249W	
YDL214C	YIL107C	
YDL214C	YCR079W	
YDL214C	YHR139C	
YDL214C	YNL227C	
YDL214C	YMR140W	
YDL214C	YHR121W	
YDL214C	YNR042W	
YDL214C	YHR060W	
YDL214C	YPL166W	
YDL214C	YJR103W	
YDL214C	YDL131W	
YDL214C	YKL012W	
YDL214C	YBR035C	
YDL214C	YBL074C	
YDL214C	YKL080W	
YJR059W	YKL181W	
YJR059W	YPL019C	
YJR059W	YGL055W	
YJR059W	YAR018C	
YJR059W	YHR117W	
YJR059W	YGR008C	
YJR059W	YMR099C	
YJR059W	YML118W	
YJR059W	YNR013C	
YJR059W	YDL045W-A	
YJR059W	YEL032W	
YJR059W	YLL038C	
YJR059W	YPR167C	
YJR059W	YLR258W	
YJR059W	YBR157C	
YJR059W	YMR165C	
YJR059W	YML031W	
YJR059W	YKL080W	
YJR059W	YNL047C	
YJR059W	YLR259C	
YJR059W	YKR090W	
YJR059W	YMR288W	
YJR059W	YNL293W	
YJR059W	YNL284C-A	
YJR059W	YKL146W	
YJR059W	YJL167W	
YJR059W	YNR042W	
YJR059W	YHL021C	
YJR059W	YLR397C	
YJR059W	YGR241C	
YJR059W	YGR161C	
YJR059W	YJL051W	
YJR059W	YDR137W	
YJR059W	YPR160W	
YJR059W	YDL236W	
YJR059W	YJL146W	
YJR059W	YIL167W	
YJR059W	YAL038W	
YJR059W	YER153C	
YJR059W	YGR038W	
YJR059W	YOR276W	
YJR059W	YPL100W	
YJR059W	YHR112C	
YJR059W	YPR074C	
YJR059W	YBR028C	
YJR059W	YAL039C	
YJR059W	YCR073W-A	
YJR059W	YGR249W	
YJR059W	YHR207C	
YJR059W	YKR100C	
YJR059W	YKL140W	
YJR059W	YLR319C	
YJR059W	YGL014W	
YJR059W	YDL223C	
YJR059W	YDR153C	
YJR059W	YLR195C	
YJR059W	YNL186W	
YJR059W	YHR105W	
YJR059W	YNL245C	
YJR059W	YBR108W	
YJR059W	YIL074C	
YJR059W	YFR017C	
YJR059W	YFL050C	
YJR059W	YMR102C	
YJR059W	YJR056C	
YJR059W	YDR001C	
YJR059W	YJR049C	
YJR059W	YJR099W	
YJR059W	YJL198W	
YJR059W	YDL070W	
YJR059W	YDL143W	
YJR059W	YER125W	
YJR059W	YKL061W	
YJR059W	YMR196W	
YJR059W	YJL141C	
YJR059W	YKL127W	
YJR059W	YOL130W	
YJR059W	YKR021W	
YJR059W	YDR169C	
YJR059W	YER010C	
YJR059W	YMR081C	
YJR059W	YJR130C	
YJR059W	YKR022C	
YJR059W	YBR059C	
YJR059W	YKL062W	
YJR059W	YLR437C	
YJR059W	YNR039C	
YJR059W	YNL101W	
YJR059W	YGL205W	
YJR059W	YHR158C	
YJR059W	YMR285C	
YJR059W	YNL167C	
YJR059W	YDR257C	
YJR059W	YPR091C	
YJR059W	YJL084C	
YJR059W	YGL067W	
YJR059W	YDR293C	
YJR059W	YPR040W	
YJR059W	YKL121W	
YJR059W	YIL156W	
YJR059W	YDR134C	
YJR059W	YOR083W	
YJR059W	YDR207C	
YJR059W	YIL135C	
YJR059W	YOR229W	
YJR059W	YJR044C	
YJR059W	YGR267C	
YJR059W	YJL070C	
YJR059W	YDL102W	
YJR059W	YJL136C	
YJR059W	YLR350W	
YJR059W	YLR270W	
YJR059W	YOR113W	
YJR059W	YGR100W	
YJR059W	YDL117W	
YJR059W	YJL020C	
YJR059W	YMR068W	
YJR059W	YKL166C	
YJR059W	YMR184W	
YJR059W	YML037C	
YJR059W	YKL042W	
YJR059W	YNL125C	
YJR059W	YIL107C	
YJR059W	YIL070C	
YJR059W	YDR229W	
YJR059W	YGL105W	
YJR059W	YLR003C	
YJR059W	YOR070C	
YJR059W	YLL043W	
YJR059W	YLR133W	
YJR059W	YJR001W	
YJR059W	YKL064W	
YJR059W	YNL074C	
YJR059W	YOR209C	
YJR059W	YGR210C	
YJR059W	YKL116C	
YJR059W	YLL029W	
YJR059W	YHR022C	
YJR059W	YKL093W	
YJR059W	YFL054C	
YJR059W	YNR019W	
YJR059W	YOR230W	
YJR059W	YNL045W	
YJR059W	YLR257W	
YJR059W	YHL034C	
YJR059W	YER078C	
YJR059W	YDR251W	
YJR059W	YDR208W	
YJR059W	YLR301W	
YJR059W	YER122C	
YJR059W	YDR070C	
YJR059W	YJL123C	
YJR059W	YDL126C	
YJR059W	YLR410W	
YJR059W	YGR276C	
YJR059W	YKL008C	
YJR059W	YJR112W	
YJR059W	YCR079W	
YJR059W	YNR047W	
YJR059W	YPL077C	
YJR059W	YGR252W	
YJR059W	YDR113C	
YJR059W	YGR253C	
YJR059W	YBL058W	
YJR059W	YOR028C	
YJR059W	YKL094W	
YJR059W	YIL144W	
YJR059W	YBR055C	
YJR059W	YKL168C	
YJR059W	YML096W	
YJR059W	YIL109C	
YJR059W	YBR035C	
YJR059W	YKR092C	
YJR059W	YHR184W	
YJR059W	YNL077W	
YJR059W	YKL184W	
YJR059W	YPL079W	
YJR059W	YDL078C	
YJR059W	YCR023C	
YJR059W	YIL112W	
YJR059W	YGR266W	
YJR059W	YBR270C	
YJR059W	YKL013C	
YJR059W	YPR107C	
YJR059W	YFR048W	
YJR059W	YDR505C	
YJR059W	YGL221C	
YJR059W	YGR159C	
YJR059W	YGL141W	
YJR059W	YPR115W	
YJR059W	YHR153C	
YJR059W	YOL082W	
YJR059W	YLL008W	
YPL153C	YER064C	
YPL153C	YNL298W	
YPL153C	YDR023W	
YPL153C	YBL007C	
YPL153C	YER098W	
YPL153C	YML035C	
YPL153C	YPR013C	
YPL153C	YGL105W	
YPL153C	YAL028W	
YPL153C	YNL186W	
YPL153C	YBR108W	
YPL153C	YNL284C-A	
YPL153C	YGR210C	
YPL153C	YDR034C-C	
YPL153C	YBR130C	
YPL153C	YPR091C	
YPL153C	YGL245W	
YPL153C	YJL084C	
YPL153C	YDR266C	
YPL153C	YDR293C	
YPL153C	YLR257W	
YPL153C	YDR226W	
YPL153C	YPL150W	
YPL153C	YER122C	
YPL153C	YOR181W	
YPL153C	YPR050C	
YPL153C	YDL019C	
YPL153C	YIL135C	
YPL153C	YPR039W	
YPL153C	YBL024W	
YPL153C	YJL128C	
YPL153C	YDL153C	
YPL153C	YGR276C	
YGL158W	YHL020C	
YGL158W	YJR096W	
YGL158W	YOR362C	
YGL158W	YBR178W	
YGL158W	YNL272C	
YGL158W	YMR241W	
YGL158W	YHL021C	
YGL158W	YKR048C	
YGL158W	YGR223C	
YGL158W	YGL245W	
YGL158W	YJR105W	
YGL158W	YGR063C	
YGL158W	YJR141W	
YGL158W	YPR160W	
YGL158W	YBL031W	
YGL158W	YBL024W	
YGL158W	YOR335C	
YGL158W	YJR094W-A	
YGL158W	YNL117W	
YGL158W	YOR044W	
YGL158W	YJR142W	
YGL158W	YIL070C	
YGL158W	YOR193W	
YGL158W	YGR210C	
YGL158W	YDL070W	
YGL158W	YDL220C	
YGL158W	YNL064C	
YGL158W	YGR276C	
YGL158W	YGR078C	
YGL158W	YGR220C	
YGL158W	YGR024C	
YGL158W	YML037C	
YGL158W	YAL042W	
YGL158W	YMR229C	
YGL158W	YHR185C	
YGL158W	YHL027W	
YGL158W	YJR089W	
YGL158W	YJR115W	
YGL158W	YML035C	
YGL158W	YHR001W	
YGL158W	YMR284W	
YGL158W	YPR072W	
YGL158W	YER036C	
YGL158W	YIL021W	
YGL158W	YML042W	
YGL158W	YNL284C-A	
YGL158W	YHL003C	
YGL158W	YOR210W	
YGL158W	YGL231C	
YGL158W	YKL012W	
YGL158W	YIL004C	
YGL158W	YLL057C	
YGL158W	YIL051C	
YGL158W	YGL246C	
YGL158W	YLR303W	
YGL158W	YMR239C	
YGL158W	YFL063W	
YGL158W	YDL153C	
YGL158W	YMR115W	
YGL158W	YPR063C	
YGL158W	YER098W	
YGL158W	YMR155W	
YGL158W	YOL125W	
YGL158W	YAL068C	
YGL158W	YJR095W	
YGL158W	YNL212W	
YGL158W	YGR228W	
YGL158W	YDL230W	
YGL158W	YOR089C	
YGL158W	YHR044C	
YGL158W	YLL008W	
YGL158W	YIL078W	
YLR248W	YBL007C	
YLR248W	YDL128W	
YLR248W	YNL284C-A	
YLR248W	YNL272C	
YLR248W	YJL051W	
YLR248W	YJR063W	
YLR248W	YPL150W	
YLR248W	YIL135C	
YLR248W	YDR169C	
YLR248W	YNR047W	
YLR248W	YMR184W	
YLR248W	YKL168C	
YLR248W	YNL074C	
YLR248W	YBR108W	
YLR248W	YHR031C	
YLR248W	YPR091C	
YLR248W	YHR131C	
YLR248W	YOR018W	
YLR248W	YLR257W	
YLR248W	YFR022W	
YLR248W	YDR171W	
YLR248W	YPR160W	
YLR248W	YER122C	
YLR248W	YNL267W	
YLR248W	YDR021W	
YMR139W	YMR205C	
YMR139W	YGR249W	
YMR139W	YAL028W	
YMR139W	YNL272C	
YMR139W	YKL093W	
YMR139W	YJL084C	
YMR139W	YGL035C	
YMR139W	YLR258W	
YMR139W	YPL077C	
YMR139W	YOL053W	
YMR139W	YKL159C	
YMR139W	YIL107C	
YMR139W	YMR165C	
YMR139W	YIL135C	
YMR139W	YBR273C	
YFL033C	YCR052W	
YFL033C	YOL147C	
YFL033C	YLR263W	
YFL033C	YDL002C	
YFL033C	YIL116W	
YFL033C	YBR035C	
YFL033C	YMR155W	
YFL033C	YBL011W	
YFL033C	YGL185C	
YFL033C	YER151C	
YFL033C	YGR276C	
YFL033C	YOR380W	
YFL033C	YOR162C	
YCR008W	YJL051W	
YCR008W	YFL023W	
YCR008W	YMR165C	
YCR008W	YAR019C	
YCR008W	YJL164C	
YCR008W	YBR107C	
YCR008W	YDR044W	
YCR008W	YOR018W	
YCR008W	YLL011W	
YCR008W	YAL034W-A	
YCR008W	YNL253W	
YCR008W	YPR013C	
YCR008W	YPL257W-A	
YCR008W	YBR285W	
YCR008W	YHR056C	
YCR008W	YGL084C	
YCR008W	YDR404C	
YCR008W	YOR224C	
YCR008W	YKL073W	
YCR008W	YGL134W	
YOL113W	YER098W	
YOL113W	YPR032W	
YOL113W	YCR073W-A	
YOL113W	YGL105W	
YOL113W	YBR086C	
YOL113W	YNL284C-A	
YOL113W	YGL245W	
YOL113W	YNL022C	
YOL113W	YBL011W	
YOL113W	YBL024W	
YOL113W	YGR276C	
YOL113W	YMR215W	
YOL113W	YHR182W	
YOL113W	YML037C	
YOL113W	YML096W	
YOL113W	YNL186W	
YOL113W	YNL272C	
YOL113W	YIL069C	
YOL113W	YLR182W	
YOL113W	YER122C	
YOL113W	YDL153C	
YOL113W	YNR042W	
YOL113W	YAR018C	
YOL113W	YJR058C	
YOL113W	YKR040C	
YOL113W	YBL091C-A	
YOL113W	YPL088W	
YOL113W	YHL004W	
YOL113W	YNL227C	
YOL113W	YOL062C	
YOL113W	YKL184W	
YOL113W	YDL131W	
YOL113W	YDL045W-A	
YOL113W	YEL032W	
YOL113W	YKL178C	
YOL113W	YDR191W	
YOL113W	YGR282C	
YOL113W	YMR210W	
YOL113W	YIR039C	
YOL113W	YDL209C	
YOL113W	YGL134W	
YPL026C	YJL029C	
YPL026C	YAR019C	
YPL026C	YGL245W	
YPL026C	YAL034W-A	
YPL026C	YIL135C	
YPL026C	YDL019C	
YPL026C	YAL028W	
YPL026C	YDL153C	
YPL026C	YER064C	
YPL026C	YNL022C	
YPL026C	YOR020C	
YPL026C	YCR073W-A	
YPL026C	YNL065W	
YPL026C	YPR013C	
YPL026C	YIL107C	
YPL026C	YHR056C	
YPL026C	YBL066C	
YPL026C	YML096W	
YPL026C	YDR183W	
YPL026C	YPR050C	
YPL026C	YFR017C	
YPL026C	YKL146W	
YPL026C	YDR001C	
YPL026C	YGR249W	
YPL026C	YDR226W	
YPL026C	YAL023C	
YPL026C	YJR049C	
YPL026C	YHR139C	
YPL026C	YMR102C	
YPL026C	YOL065C	
YPL026C	YGL119W	
YPL026C	YNR042W	
YPL026C	YKL184W	
YPL026C	YPL088W	
YPL026C	YPL282C	
YPL026C	YKL178C	
YPL026C	YKR040C	
YPL026C	YKL080W	
YPL026C	YGR199W	
YPL026C	YNL227C	
YPL026C	YFL016C	
YMR216C	YDL013W	
YMR216C	YIL075C	
YMR216C	YFR010W	
YMR216C	YOR141C	
YMR216C	YOR054C	
YMR216C	YOR239W	
YMR216C	YKL146W	
YMR216C	YFL001W	
YMR216C	YJL084C	
YMR216C	YJL033W	
YMR216C	YIL156W	
YMR216C	YLR150W	
YMR216C	YKR009C	
YMR216C	YMR304W	
YMR216C	YLL018C	
YMR216C	YMR173W	
YMR216C	YGL105W	
YMR216C	YNL277W	
YMR216C	YKR071C	
YMR216C	YBR155W	
YMR216C	YNL027W	
YMR216C	YHL009C	
YMR216C	YER125W	
YMR216C	YLL008W	
YMR216C	YLR276C	
YMR216C	YOR078W	
YMR216C	YNL173C	
YMR216C	YLR410W-A	
YMR216C	YPL139C	
YMR216C	YPR019W	
YMR216C	YER072W	
YMR216C	YIL091C	
YMR216C	YPR042C	
YMR216C	YML045W-A	
YMR216C	YHR090C	
YMR216C	YLR133W	
YMR216C	YKL064W	
YMR216C	YOL021C	
YHR030C	YOL016C	
YHR030C	YOL077C	
YDR477W	YKR022C	
YDR477W	YKR009C	
YDR477W	YLR192C	
YDR477W	YBL055C	
YDR477W	YNL007C	
YDR477W	YPR156C	
YDR477W	YGL208W	
YDR477W	YKL023W	
YDR477W	YDL225W	
YDR477W	YHR117W	
YDR477W	YHR214C-C	
YDR477W	YDL070W	
YDR477W	YML062C	
YDR477W	YNL186W	
YDR477W	YDR120C	
YDR477W	YOR054C	
YDR477W	YGL023C	
YDR477W	YIL156W	
YDR477W	YER125W	
YDR477W	YIL107C	
YDR477W	YJL033W	
YDR477W	YKL079W	
YDR477W	YFL054C	
YDR477W	YMR165C	
YDR477W	YER024W	
YDR477W	YBR118W	
YDR477W	YER122C	
YDR477W	YDL220C	
YDR477W	YJL084C	
YDR477W	YJL110C	
YDR477W	YPR115W	
YDR477W	YFR022W	
YDR477W	YDR312W	
YDR477W	YDR113C	
YDR477W	YLR242C	
YDR477W	YNL227C	
YDR477W	YMR015C	
YDR477W	YPL133C	
YDR477W	YLR265C	
YDR477W	YDR293C	
YDR477W	YOR340C	
YDR477W	YPR171W	
YDR477W	YJR019C	
YDR477W	YJL080C	
YDR477W	YIL044C	
YDR477W	YBR130C	
YDR477W	YBL061C	
YDR477W	YJL103C	
YDR477W	YPL146C	
YDR477W	YKL121W	
YDR477W	YKL008C	
YDR477W	YOR216C	
YDR477W	YKR071C	
YDR477W	YHL033C	
YDR477W	YLR150W	
YDR477W	YPR143W	
YDR477W	YMR290C	
YDR477W	YGL207W	
YDR477W	YFR010W	
YDR477W	YOR123C	
YDR477W	YIL075C	
YDR477W	YNR013C	
YDR477W	YAR014C	
YDR477W	YMR102C	
YDR477W	YLL027W	
YDR477W	YJL148W	
YDR477W	YOR198C	
YDR477W	YHR205W	
YDR477W	YLR439W	
YDR477W	YML111W	
YDR477W	YDL051W	
YDR477W	YBR155W	
YDR477W	YHR103W	
YDR523C	YBR224W	
YDR523C	YIL103W	
YDR523C	YJR078W	
YDR523C	YGL066W	
YDR523C	YOR252W	
YDR523C	YPL246C	
YDR523C	YGR051C	
YPL042C	YJL199C	
YPL042C	YLR228C	
YPL042C	YJR130C	
YPL042C	YGR051C	
YPL042C	YLR467W	
YPL042C	YGL066W	
YPL042C	YOR042W	
YPL042C	YOL092W	
YPL042C	YPL246C	
YPL042C	YNL186W	
YCR073C	YOR018W	
YCR073C	YPL251W	
YCR073C	YHL020C	
YCR073C	YDR023W	
YCR073C	YDR524C	
YCR073C	YDR007W	
YCR073C	YPL217C	
YCR073C	YAR019C	
YCR073C	YJL089W	
YCR073C	YCL043C	
YCR073C	YHR157W	
YCR073C	YDL056W	
YCR073C	YML096W	
YCR073C	YDL125C	
YCR073C	YMR165C	
YCR073C	YCR049C	
YCR073C	YJL108C	
YCR073C	YNL284C-A	
YCR073C	YGL134W	
YLR362W	YJR059W	
YLR362W	YOL016C	
YHL007C	YML080W	
YHL007C	YDR023W	
YHL007C	YOR177C	
YHL007C	YPR032W	
YHL007C	YOL098C	
YHL007C	YMR165C	
YHL007C	YKR040C	
YHL007C	YBR273C	
YHL007C	YNL101W	
YHL007C	YNL272C	
YHL007C	YGL245W	
YHL007C	YNL022C	
YHL007C	YBR063C	
YHL007C	YML083C	
YHL007C	YDL149W	
YHL007C	YDL153C	
YHL007C	YBR122C	
YHL007C	YPL217C	
YHL007C	YOR113W	
YHL007C	YER098W	
YHL007C	YCR073W-A	
YHL007C	YOR208W	
YHL007C	YDR026C	
YHL007C	YBR086C	
YHL007C	YAL028W	
YHL007C	YBR108W	
YHL007C	YBR071W	
YHL007C	YNR019W	
YHL007C	YHR131C	
YHL007C	YDL070W	
YHL007C	YDR037W	
YHL007C	YDR251W	
YHL007C	YBL011W	
YHL007C	YGR276C	
YHL007C	YBR102C	
YHL007C	YMR053C	
YHL007C	YER090W	
YHL007C	YGR159C	
YHL007C	YGL207W	
YHL007C	YER122C	
YHL007C	YEL058W	
YHL007C	YPR091C	
YHL007C	YLR314C	
YHL007C	YDR293C	
YHL007C	YBL085W	
YHL007C	YBR154C	
YHL007C	YAL020C	
YHL007C	YBL014C	
YHL007C	YBR042C	
YHL007C	YDR330W	
YHL007C	YML037C	
YHL007C	YDL027C	
YHL007C	YLR293C	
YHL007C	YNL027W	
YHL007C	YOR092W	
YHL007C	YOR028C	
YHL007C	YOL112W	
YHL007C	YML096W	
YHL007C	YHL024W	
YHL007C	YCR100C	
YHL007C	YOL139C	
YHL007C	YOR232W	
YHL007C	YIL156W	
YHL007C	YOL091W	
YHL007C	YAL042W	
YHL007C	YGR108W	
YHL007C	YBR130C	
YHL007C	YER063W	
YHL007C	YNL173C	
YHL007C	YBR200W	
YJL187C	YHR090C	
YJL187C	YMR039C	
YJL187C	YHR182W	
YJL187C	YNL277W	
YJL187C	YGL100W	
YJL187C	YLR309C	
YJL187C	YBL047C	
YJL187C	YGL209W	
YJL187C	YGR038W	
YJL187C	YGR100W	
YJL187C	YAR014C	
YJL187C	YGR153W	
YJL187C	YDL070W	
YJL187C	YKL160W	
YJL187C	YNL192W	
YJL187C	YDR316W	
YJL187C	YFR021W	
YJL187C	YGL079W	
YJL187C	YDL115C	
YJL187C	YNL145W	
YJL187C	YDR054C	
YJL187C	YNL272C	
YJL187C	YDR312W	
YJL187C	YMR165C	
YJL187C	YKR079C	
YJL187C	YLR132C	
YJL187C	YHR142W	
YJL187C	YHR133C	
YJL187C	YMR205C	
YJL187C	YDR330W	
YJL187C	YER122C	
YJL187C	YDL230W	
YJL187C	YLL043W	
YJL187C	YPR137CA	
YJL187C	YCR064C	
YJL187C	YGR240C	
YJL187C	YHR156C	
YJL187C	YBL011W	
YJL187C	YNL227C	
YJL187C	YIL148W	
YJL187C	YKR071C	
YJL187C	YML037C	
YJL187C	YFR038W	
YJL187C	YKL051W	
YJL187C	YER079W	
YJL187C	YPR152C	
YJL187C	YER024W	
YJL187C	YNL125C	
YJL187C	YFR029W	
YJL187C	YLR055C	
YJL187C	YPR024W	
YJL187C	YKL042W	
YJL187C	YPR082C	
YJL187C	YOR101W	
YJL187C	YIL077C	
YJL187C	YDR034CC	
YJL187C	YIL034C	
YJL187C	YLL028W	
YJL187C	YBL095W	
YJL187C	YDR328C	
YJL187C	YOR340C	
YJL187C	YBR231C	
YJL187C	YAL028W	
YJL187C	YGL207W	
YJL187C	YPL181W	
YJL187C	YDR443C	
YJL187C	YPR139C	
YJL187C	YLR350W	
YJL187C	YCL029C	
YJL187C	YPL257WA	
YJL187C	YLR231C	
YJL187C	YEL012W	
YJL187C	YJR092W	
YJL187C	YGR017W	
YJL187C	YLL008W	
YJL187C	YNL186W	
YJL187C	YNL206C	
YJL187C	YNL212W	
YJL187C	YMR173W	
YJL187C	YKL121W	
YJL187C	YBL057C	
YJL187C	YOR123C	
YJL187C	YLL022C	
YJL187C	YMR049C	
YJL187C	YDR145W	
YJL187C	YBR264C	
YJL187C	YOR141C	
YJL187C	YPL023C	
YJL187C	YNL066W	
YJL187C	YLR215C	
YJL187C	YBL061C	
YJL187C	YLR125W	
YJL187C	YPL236C	
YJL187C	YOR078W	
YJL187C	YIL107C	
YJL187C	YOR254C	
YJL187C	YGL105W	
YJL187C	YKR092C	
YJL187C	YOR239W	
YJL187C	YML045WA	
YJL187C	YIL091C	
YJL187C	YKR094C	
YJL187C	YKL181W	
YJL187C	YDR229W	
YJL187C	YDR346C	
YJL187C	YER027C	
YJL187C	YNL027W	
YJL187C	YHL024W	
YJL187C	YGR038CA	
YJL187C	YER116C	
YJL187C	YGR159C	
YJL187C	YGL056C	
YJL187C	YGR167W	
YJL187C	YIR003W	
YJL187C	YJL084C	
YGL179C	YDR169C	
YGL179C	YHR073W	
YGL179C	YPL139C	
YGL179C	YGR167W	
YGL179C	YGL056C	
YGL179C	YPL222W	
YGL179C	YOR141C	
YGL179C	YMR165C	
YGL179C	YPR083W	
YGL179C	YHR205W	
YGL179C	YJR076C	
YGL179C	YJL084C	
YGL179C	YKL121W	
YGL179C	YNL192W	
YGL179C	YIR003W	
YGL179C	YKR009C	
YGL179C	YIL091C	
YGL179C	YMR304W	
YGL179C	YLR231C	
YGL179C	YER131W	
YGL179C	YNL186W	
YGL179C	YNL277W	
YGL179C	YKR071C	
YGL179C	YKL093W	
YGL179C	YPL236C	
YGL179C	YNL027W	
YGL179C	YLR257W	
YGL179C	YPR035W	
YGL179C	YDL115C	
YGL179C	YJR092W	
YGL179C	YLR276C	
YGL179C	YGR276C	
YGL179C	YNL293W	
YGL179C	YDL070W	
YGL179C	YGR038W	
YGL179C	YGR126W	
YGL179C	YAR014C	
YGL179C	YMR304C-A	
YGL179C	YPL117C	
YGL179C	YGL153W	
YGL179C	YOL130W	
YGL179C	YMR205C	
YGL179C	YFR021W	
YGL179C	YLR055C	
YGL179C	YMR081C	
YGL179C	YOL072W	
YGL179C	YKL197C	
YGL179C	YKR090W	
YGL179C	YNL021W	
YGL179C	YGR135W	
YGL179C	YGR153W	
YGL179C	YGL035C	
YGL179C	YLR030W	
YGL179C	YCL043C	
YGL179C	YHR028C	
YGL179C	YER072W	
YGL179C	YPR135W	
YGL179C	YNL094W	
YGL179C	YJL146W	
YGL179C	YLR150W	
YGL179C	YOR251C	
YGL179C	YPL133C	
YGL179C	YHR214C-C	
YGL179C	YKL206C	
YGL179C	YIL084C	
YGL179C	YLR350W	
YGL179C	YHR137W	
YGL179C	YKR092C	
YGL179C	YKL042W	
YGL179C	YNL066W	
YGL179C	YIL107C	
YGL179C	YHR090C	
YGL179C	YDR229W	
YGL179C	YKR079C	
YGL179C	YOL082W	
YGL179C	YLL008W	
YJL164C	YKL181W	
YJL164C	YPR152C	
YJL164C	YHR117W	
YJL164C	YHL013C	
YJL164C	YNR013C	
YJL164C	YGR058W	
YJL164C	YHR073W	
YJL164C	YEL032W	
YJL164C	YLR244C	
YJL164C	YPL077C	
YJL164C	YDL025C	
YJL164C	YBR164C	
YJL164C	YMR165C	
YJL164C	YJL218W	
YJL164C	YLR259C	
YJL164C	YOR239W	
YJL164C	YNL112W	
YJL164C	YKL146W	
YJL164C	YGR038C-A	
YJL164C	YNL149C	
YJL164C	YDR239C	
YJL164C	YKR048C	
YJL164C	YLR216C	
YJL164C	YKR084C	
YJL164C	YJL110C	
YJL164C	YJL146W	
YJL164C	YLR150W	
YJL164C	YOL070C	
YJL164C	YHR214C-C	
YJL164C	YMR304W	
YJL164C	YPL100W	
YJL164C	YBR042C	
YJL164C	YLL018C	
YJL164C	YDR312W	
YJL164C	YBR028C	
YJL164C	YBL061C	
YJL164C	YAL039C	
YJL164C	YCR073W-A	
YJL164C	YGR249W	
YJL164C	YLR319C	
YJL164C	YDL223C	
YJL164C	YMR210W	
YJL164C	YDR153C	
YJL164C	YMR290C	
YJL164C	YPL123C	
YJL164C	YGL043W	
YJL164C	YFR038W	
YJL164C	YNL186W	
YJL164C	YNL245C	
YJL164C	YBR108W	
YJL164C	YFR017C	
YJL164C	YIL074C	
YJL164C	YBR130C	
YJL164C	YGL254W	
YJL164C	YDL070W	
YJL164C	YNL136W	
YJL164C	YER125W	
YJL164C	YOR198C	
YJL164C	YLR363C	
YJL164C	YMR196W	
YJL164C	YMR182C	
YJL164C	YJL141C	
YJL164C	YLR022C	
YJL164C	YOR162C	
YJL164C	YPL181W	
YJL164C	YLR410W-A	
YJL164C	YIL075C	
YJL164C	YNL166C	
YJL164C	YER082C	
YJL164C	YFR010W	
YJL164C	YOL130W	
YJL164C	YPL146C	
YJL164C	YDR292C	
YJL164C	YDR379W	
YJL164C	YMR205C	
YJL164C	YDR169C	
YJL164C	YNL007C	
YJL164C	YMR081C	
YJL164C	YOR141C	
YJL164C	YMR067C	
YJL164C	YPL023C	
YJL164C	YNL101W	
YJL164C	YOR054C	
YJL164C	YIL047C	
