"SUID","interaction","name","selected","shared interaction","shared name","WP","WT"
"303639","T","YMR016C (T) YOR178C","false","T","YMR016C (T) YOR178C",,"3.0"
"303640","T","YMR016C (T) YGL034C","false","T","YMR016C (T) YGL034C",,"1.0"
"303641","T","YMR016C (T) YGL037C","false","T","YMR016C (T) YGL037C",,"3.0"
"303642","T","YMR016C (T) YOR184W","false","T","YMR016C (T) YOR184W",,"2.0"
"303643","T","YMR016C (T) YOR186W","false","T","YMR016C (T) YOR186W",,"3.0"
"303644","T","YMR016C (T) YGL045W","false","T","YMR016C (T) YGL045W",,"3.0"
"303645","T","YMR016C (T) YOR187W","false","T","YMR016C (T) YOR187W",,"1.0"
"303646","T","YMR016C (T) YML075C","false","T","YMR016C (T) YML075C",,"2.0"
"303647","T","YMR016C (T) YDL160C","false","T","YMR016C (T) YDL160C",,"1.0"
"303648","T","YMR016C (T) YDL048C","false","T","YMR016C (T) YDL048C",,"3.0"
"303649","T","YMR016C (T) YJL172W","false","T","YMR016C (T) YJL172W",,"1.0"
"303650","T","YMR016C (T) YJL173C","false","T","YMR016C (T) YJL173C",,"1.0"
"303651","T","YMR016C (T) YDR043C","false","T","YMR016C (T) YDR043C",,"1.0"
"303652","T","YMR016C (T) YDR259C","false","T","YMR016C (T) YDR259C",,"1.0"
"303653","T","YMR016C (T) YDR451C","false","T","YMR016C (T) YDR451C",,"3.0"
"303654","T","YMR016C (T) YER028C","false","T","YMR016C (T) YER028C",,"1.0"
"303655","T","YMR016C (T) YER045C","false","T","YMR016C (T) YER045C",,"1.0"
"303656","T","YMR016C (T) YOR246C","false","T","YMR016C (T) YOR246C",,"3.0"
"303657","T","YMR016C (T) YER111C","false","T","YMR016C (T) YER111C",,"3.0"
"303658","T","YMR016C (T) YER130C","false","T","YMR016C (T) YER130C",,"3.0"
"303659","T","YMR016C (T) YJL209W","false","T","YMR016C (T) YJL209W",,"1.0"
"303660","T","YMR016C (T) YDL204W","false","T","YMR016C (T) YDL204W",,"1.0"
"303661","T","YMR016C (T) YDL205C","false","T","YMR016C (T) YDL205C",,"1.0"
"303662","T","YMR016C (T) YJL212C","false","T","YMR016C (T) YJL212C",,"3.0"
"303663","T","YMR016C (T) YML131W","false","T","YMR016C (T) YML131W",,"1.0"
"303664","T","YMR016C (T) YML132W","false","T","YMR016C (T) YML132W",,"1.0"
"303665","T","YMR016C (T) YJL214W","false","T","YMR016C (T) YJL214W",,"3.0"
"303666","T","YMR016C (T) YML133C","false","T","YMR016C (T) YML133C",,"1.0"
"303667","T","YMR016C (T) YJL219W","false","T","YMR016C (T) YJL219W",,"1.0"
"303668","T","YMR016C (T) YGL096W","false","T","YMR016C (T) YGL096W",,"3.0"
"303669","T","YMR016C (T) YJL221C","false","T","YMR016C (T) YJL221C",,"1.0"
"303670","T","YMR016C (T) YJL222W","false","T","YMR016C (T) YJL222W",,"1.0"
"303671","T","YMR016C (T) YGL162W","false","T","YMR016C (T) YGL162W",,"2.0"
"303672","T","YMR016C (T) YJL223C","false","T","YMR016C (T) YJL223C",,"2.0"
"303673","T","YMR016C (T) YMR008C","false","T","YMR016C (T) YMR008C",,"3.0"
"303674","T","YMR016C (T) YGL166W","false","T","YMR016C (T) YGL166W",,"3.0"
"303675","T","YMR016C (T) YJL225C","false","T","YMR016C (T) YJL225C",,"1.0"
"303676","T","YMR016C (T) YMR011W","false","T","YMR016C (T) YMR011W",,"2.0"
"303677","T","YMR016C (T) YOR268C","false","T","YMR016C (T) YOR268C",,"3.0"
"303678","T","YMR016C (T) YGL209W","false","T","YMR016C (T) YGL209W",,"2.0"
"303679","T","YMR016C (T) YGL123W","false","T","YMR016C (T) YGL123W",,"1.0"
"303680","T","YMR016C (T) YGL124C","false","T","YMR016C (T) YGL124C",,"3.0"
"303681","T","YMR016C (T) YMR013C","false","T","YMR016C (T) YMR013C",,"1.0"
"303682","T","YMR016C (T) YGL125W","false","T","YMR016C (T) YGL125W",,"2.0"
"303683","T","YMR016C (T) YJR006W","false","T","YMR016C (T) YJR006W",,"1.0"
"303684","T","YMR016C (T) YOR273C","false","T","YMR016C (T) YOR273C",,"3.0"
"303685","T","YMR016C (T) YMR015C","false","T","YMR016C (T) YMR015C",,"2.0"
"303686","T","YMR016C (T) YDL227C","false","T","YMR016C (T) YDL227C",,"2.0"
"303687","T","YMR016C (T) YMR017W","false","T","YMR016C (T) YMR017W",,"3.0"
"303688","T","YMR016C (T) YGR249W","false","T","YMR016C (T) YGR249W",,"1.0"
"303689","T","YMR016C (T) YMR018W","false","T","YMR016C (T) YMR018W",,"3.0"
"303690","T","YMR016C (T) YHR206W","false","T","YMR016C (T) YHR206W",,"3.0"
"303691","T","YMR016C (T) YIL101C","false","T","YMR016C (T) YIL101C",,"3.0"
"303692","T","YMR016C (T) YDL242W","false","T","YMR016C (T) YDL242W",,"1.0"
"303693","T","YMR016C (T) YDL243C","false","T","YMR016C (T) YDL243C",,"3.0"
"303694","T","YMR016C (T) YOR290C","false","T","YMR016C (T) YOR290C",,"1.0"
"303695","T","YMR016C (T) YDL244W","false","T","YMR016C (T) YDL244W",,"3.0"
"303696","T","YMR016C (T) YOR291W","false","T","YMR016C (T) YOR291W",,"3.0"
"303697","T","YMR016C (T) YDL245C","false","T","YMR016C (T) YDL245C",,"1.0"
"303698","T","YMR016C (T) YDL246C","false","T","YMR016C (T) YDL246C",,"1.0"
"303699","T","YMR016C (T) YMR039C","false","T","YMR016C (T) YMR039C",,"1.0"
"303700","T","YMR016C (T) YMR040W","false","T","YMR016C (T) YMR040W",,"3.0"
"303701","T","YMR016C (T) YDR001C","false","T","YMR016C (T) YDR001C",,"3.0"
"303702","T","YMR016C (T) YOR296W","false","T","YMR016C (T) YOR296W",,"2.0"
"303703","T","YMR016C (T) YGL157W","false","T","YMR016C (T) YGL157W",,"2.0"
"303704","T","YMR016C (T) YJR094C","false","T","YMR016C (T) YJR094C",,"3.0"
"303705","T","YMR016C (T) YJR127C","false","T","YMR016C (T) YJR127C",,"3.0"
"303706","T","YMR016C (T) YGL167C","false","T","YMR016C (T) YGL167C",,"3.0"
"303707","T","YMR016C (T) YKL032C","false","T","YMR016C (T) YKL032C",,"3.0"
"303708","T","YMR016C (T) YOR307C","false","T","YMR016C (T) YOR307C",,"1.0"
"303709","T","YMR016C (T) YKL043W","false","T","YMR016C (T) YKL043W",,"3.0"
"303710","T","YMR016C (T) YMR056C","false","T","YMR016C (T) YMR056C",,"3.0"
"303711","T","YMR016C (T) YKL062W","false","T","YMR016C (T) YKL062W",,"3.0"
"303712","T","YMR016C (T) YOR310C","false","T","YMR016C (T) YOR310C",,"2.0"
"303713","T","YMR016C (T) YKL109W","false","T","YMR016C (T) YKL109W",,"3.0"
"303714","T","YMR016C (T) YOR313C","false","T","YMR016C (T) YOR313C",,"3.0"
"303715","T","YMR016C (T) YJR055W","false","T","YMR016C (T) YJR055W",,"3.0"
"303716","T","YMR016C (T) YOR317W","false","T","YMR016C (T) YOR317W",,"1.0"
"303717","T","YMR016C (T) YOR327C","false","T","YMR016C (T) YOR327C",,"2.0"
"303718","T","YMR016C (T) YLR256W","false","T","YMR016C (T) YLR256W",,"3.0"
"303719","T","YMR016C (T) YOR328W","false","T","YMR016C (T) YOR328W",,"1.0"
"303720","T","YMR016C (T) YMR081C","false","T","YMR016C (T) YMR081C",,"3.0"
"303721","T","YMR016C (T) YDR040C","false","T","YMR016C (T) YDR040C",,"1.0"
"303722","T","YMR016C (T) YDR041W","false","T","YMR016C (T) YDR041W",,"3.0"
"303723","T","YMR016C (T) YMR016C","false","T","YMR016C (T) YMR016C",,"2.0"
"303724","T","YMR016C (T) YMR070W","false","T","YMR016C (T) YMR070W",,"3.0"
"303725","T","YMR016C (T) YOR352W","false","T","YMR016C (T) YOR352W",,"1.0"
"303726","T","YMR016C (T) YMR280C","false","T","YMR016C (T) YMR280C",,"3.0"
"303727","T","YMR016C (T) YJR094W-A","false","T","YMR016C (T) YJR094W-A",,"2.0"
"303728","T","YMR016C (T) YGL225W","false","T","YMR016C (T) YGL225W",,"1.0"
"303729","T","YMR016C (T) YJR094WA","false","T","YMR016C (T) YJR094WA",,"1.0"
"303730","T","YMR016C (T) YJR102C","false","T","YMR016C (T) YJR102C",,"1.0"
"303731","T","YMR016C (T) YJR103W","false","T","YMR016C (T) YJR103W",,"2.0"
"303732","T","YMR016C (T) YMR112C","false","T","YMR016C (T) YMR112C",,"1.0"
"303733","T","YMR016C (T) YOR374W","false","T","YMR016C (T) YOR374W",,"1.0"
"303734","T","YMR016C (T) YDR073W","false","T","YMR016C (T) YDR073W",,"3.0"
"303735","T","YMR016C (T) YOR375C","false","T","YMR016C (T) YOR375C",,"3.0"
"303736","T","YMR016C (T) YOR028C","false","T","YMR016C (T) YOR028C",,"3.0"
"303737","T","YMR016C (T) YDR074W","false","T","YMR016C (T) YDR074W",,"3.0"
"303738","T","YMR016C (T) YOR032C","false","T","YMR016C (T) YOR032C",,"1.0"
"303739","T","YMR016C (T) YDR076W","false","T","YMR016C (T) YDR076W",,"2.0"
"303740","T","YMR016C (T) YOR038C","false","T","YMR016C (T) YOR038C",,"2.0"
"303741","T","YMR016C (T) YDR077W","false","T","YMR016C (T) YDR077W",,"3.0"
"303742","T","YMR016C (T) YJR115W","false","T","YMR016C (T) YJR115W",,"3.0"
"303743","T","YMR016C (T) YMR121C","false","T","YMR016C (T) YMR121C",,"1.0"
"303744","T","YMR016C (T) YOR344C","false","T","YMR016C (T) YOR344C",,"3.0"
"303745","T","YMR016C (T) YMR122WA","false","T","YMR016C (T) YMR122WA",,"1.0"
"303746","T","YMR016C (T) YGL255W","false","T","YMR016C (T) YGL255W",,"1.0"
"303747","T","YMR016C (T) YPL049C","false","T","YMR016C (T) YPL049C",,"3.0"
"303748","T","YMR016C (T) YOR394W","false","T","YMR016C (T) YOR394W",,"3.0"
"303749","T","YMR016C (T) YGL259W","false","T","YMR016C (T) YGL259W",,"3.0"
"303750","T","YMR016C (T) YMR135C","false","T","YMR016C (T) YMR135C",,"3.0"
"303751","T","YMR016C (T) YPL230W","false","T","YMR016C (T) YPL230W",,"1.0"
"303752","T","YMR016C (T) YDR098C","false","T","YMR016C (T) YDR098C",,"2.0"
"303753","T","YMR016C (T) YJR137C","false","T","YMR016C (T) YJR137C",,"2.0"
"303754","T","YMR016C (T) YMR136W","false","T","YMR016C (T) YMR136W",,"3.0"
"303755","T","YMR016C (T) YJR138W","false","T","YMR016C (T) YJR138W",,"3.0"
"303756","T","YMR016C (T) YPL015C","false","T","YMR016C (T) YPL015C",,"3.0"
"303757","T","YMR016C (T) YPL016W","false","T","YMR016C (T) YPL016W",,"1.0"
"303758","T","YMR016C (T) YPL017C","false","T","YMR016C (T) YPL017C",,"3.0"
"303759","T","YMR016C (T) YMR145C","false","T","YMR016C (T) YMR145C",,"3.0"
"303760","T","YMR016C (T) YJR151C","false","T","YMR016C (T) YJR151C",,"3.0"
"303761","T","YMR016C (T) YJR152W","false","T","YMR016C (T) YJR152W",,"1.0"
"303762","T","YMR016C (T) YPL024W","false","T","YMR016C (T) YPL024W",,"1.0"
"303763","T","YMR016C (T) YPL025C","false","T","YMR016C (T) YPL025C",,"1.0"
"303764","T","YMR016C (T) YJR155W","false","T","YMR016C (T) YJR155W",,"3.0"
"303765","T","YMR016C (T) YJR156C","false","T","YMR016C (T) YJR156C",,"1.0"
"303766","T","YMR016C (T) YJR157W","false","T","YMR016C (T) YJR157W",,"1.0"
"303767","T","YMR016C (T) YJR158W","false","T","YMR016C (T) YJR158W",,"1.0"
"303768","T","YMR016C (T) YJR159W","false","T","YMR016C (T) YJR159W",,"1.0"
"303769","T","YMR016C (T) YGR035C","false","T","YMR016C (T) YGR035C",,"2.0"
"303770","T","YMR016C (T) YMR173W","false","T","YMR016C (T) YMR173W",,"1.0"
"303771","T","YMR016C (T) YDR134C","false","T","YMR016C (T) YDR134C",,"3.0"
"303772","T","YMR016C (T) YPL056C","false","T","YMR016C (T) YPL056C",,"1.0"
"303773","T","YMR016C (T) YPL058C","false","T","YMR016C (T) YPL058C",,"1.0"
"303774","T","YMR016C (T) YGR041W","false","T","YMR016C (T) YGR041W",,"2.0"
"303775","T","YMR016C (T) YPL061W","false","T","YMR016C (T) YPL061W",,"1.0"
"303776","T","YMR016C (T) YMR185W","false","T","YMR016C (T) YMR185W",,"3.0"
"303777","T","YMR016C (T) YKL029C","false","T","YMR016C (T) YKL029C",,"2.0"
"303778","T","YMR016C (T) YMR193W","false","T","YMR016C (T) YMR193W",,"1.0"
"303779","T","YMR016C (T) YGR060W","false","T","YMR016C (T) YGR060W",,"2.0"
"303780","T","YMR016C (T) YMR195W","false","T","YMR016C (T) YMR195W",,"3.0"
"303781","T","YMR016C (T) YMR199W","false","T","YMR016C (T) YMR199W",,"3.0"
"303782","T","YMR016C (T) YKL044W","false","T","YMR016C (T) YKL044W",,"3.0"
"303783","T","YMR016C (T) YMR205C","false","T","YMR016C (T) YMR205C",,"1.0"
"303784","T","YMR016C (T) YMR206W","false","T","YMR016C (T) YMR206W",,"3.0"
"303785","T","YMR016C (T) YGR078C","false","T","YMR016C (T) YGR078C",,"1.0"
"303786","T","YMR016C (T) YGR079W","false","T","YMR016C (T) YGR079W",,"3.0"
"303787","T","YMR016C (T) YPL095C","false","T","YMR016C (T) YPL095C",,"2.0"
"303788","T","YMR016C (T) YGR083C","false","T","YMR016C (T) YGR083C",,"1.0"
"303789","T","YMR016C (T) YGR087C","false","T","YMR016C (T) YGR087C",,"1.0"
"303790","T","YMR016C (T) YGR088W","false","T","YMR016C (T) YGR088W",,"3.0"
"303791","T","YMR016C (T) YKL063C","false","T","YMR016C (T) YKL063C",,"3.0"
"303792","T","YMR016C (T) YKL071W","false","T","YMR016C (T) YKL071W",,"3.0"
"303793","T","YMR016C (T) YMR230W","false","T","YMR016C (T) YMR230W",,"2.0"
"303794","T","YMR016C (T) YMR231W","false","T","YMR016C (T) YMR231W",,"1.0"
"303795","T","YMR016C (T) YPL123C","false","T","YMR016C (T) YPL123C",,"3.0"
"303796","T","YMR016C (T) YGR112W","false","T","YMR016C (T) YGR112W",,"3.0"
"303797","T","YMR016C (T) YGR113W","false","T","YMR016C (T) YGR113W",,"1.0"
"303798","T","YMR016C (T) YPL135W","false","T","YMR016C (T) YPL135W",,"3.0"
"303799","T","YMR016C (T) YKL090W","false","T","YMR016C (T) YKL090W",,"3.0"
"303800","T","YMR016C (T) YPL137C","false","T","YMR016C (T) YPL137C",,"3.0"
"303801","T","YMR016C (T) YKL091C","false","T","YMR016C (T) YKL091C",,"3.0"
"303802","T","YMR016C (T) YAL025C","false","T","YMR016C (T) YAL025C",,"2.0"
"303803","T","YMR016C (T) YGR125W","false","T","YMR016C (T) YGR125W",,"3.0"
"303804","T","YMR016C (T) YKL096W","false","T","YMR016C (T) YKL096W",,"3.0"
"303805","T","YMR016C (T) YPL149W","false","T","YMR016C (T) YPL149W",,"1.0"
"303806","T","YMR016C (T) YKL096W-A","false","T","YMR016C (T) YKL096W-A",,"3.0"
"303807","T","YMR016C (T) YMR251W-A","false","T","YMR016C (T) YMR251W-A",,"3.0"
"303808","T","YMR016C (T) YAL028W","false","T","YMR016C (T) YAL028W",,"2.0"
"303809","T","YMR016C (T) YKL096WA","false","T","YMR016C (T) YKL096WA",,"1.0"
"303810","T","YMR016C (T) YKL097C","false","T","YMR016C (T) YKL097C",,"1.0"
"303811","T","YMR016C (T) YGR130C","false","T","YMR016C (T) YGR130C",,"3.0"
"303812","T","YMR016C (T) YGR131W","false","T","YMR016C (T) YGR131W",,"1.0"
"303813","T","YMR016C (T) YGR132C","false","T","YMR016C (T) YGR132C",,"3.0"
"303814","T","YMR016C (T) YAL034C","false","T","YMR016C (T) YAL034C",,"3.0"
"303815","T","YMR016C (T) YGR133W","false","T","YMR016C (T) YGR133W",,"3.0"
"303816","T","YMR016C (T) YGR135W","false","T","YMR016C (T) YGR135W",,"2.0"
"303817","T","YMR016C (T) YPL160W","false","T","YMR016C (T) YPL160W",,"2.0"
"303818","T","YMR016C (T) YMR260C","false","T","YMR016C (T) YMR260C",,"1.0"
"303819","T","YMR016C (T) YGR138C","false","T","YMR016C (T) YGR138C",,"3.0"
"303820","T","YMR016C (T) YKL110C","false","T","YMR016C (T) YKL110C",,"1.0"
"303821","T","YMR016C (T) YMR265C","false","T","YMR016C (T) YMR265C",,"3.0"
"303822","T","YMR016C (T) YGR146C","false","T","YMR016C (T) YGR146C",,"1.0"
"303823","T","YMR016C (T) YGR148C","false","T","YMR016C (T) YGR148C",,"2.0"
"303824","T","YMR016C (T) YGR149W","false","T","YMR016C (T) YGR149W",,"1.0"
"303825","T","YMR016C (T) YKL124W","false","T","YMR016C (T) YKL124W",,"1.0"
"303826","T","YMR016C (T) YKL125W","false","T","YMR016C (T) YKL125W",,"2.0"
"303827","T","YMR016C (T) YAL049C","false","T","YMR016C (T) YAL049C",,"3.0"
"303828","T","YMR016C (T) YAL054C","false","T","YMR016C (T) YAL054C",,"1.0"
"303829","T","YMR016C (T) YDR258C","false","T","YMR016C (T) YDR258C",,"3.0"
"303830","T","YMR016C (T) YAL061W","false","T","YMR016C (T) YAL061W",,"3.0"
"303831","T","YMR016C (T) YGR161C","false","T","YMR016C (T) YGR161C",,"2.0"
"303832","T","YMR016C (T) YAL062W","false","T","YMR016C (T) YAL062W",,"2.0"
"303833","T","YMR016C (T) YAL063C","false","T","YMR016C (T) YAL063C",,"1.0"
"303834","T","YMR016C (T) YGR162W","false","T","YMR016C (T) YGR162W",,"2.0"
"303835","T","YMR016C (T) YGR177C","false","T","YMR016C (T) YGR177C",,"2.0"
"303836","T","YMR016C (T) YAR009C","false","T","YMR016C (T) YAR009C",,"1.0"
"303837","T","YMR016C (T) YKL156W","false","T","YMR016C (T) YKL156W",,"2.0"
"303838","T","YMR016C (T) YMR305C","false","T","YMR016C (T) YMR305C",,"1.0"
"303839","T","YMR016C (T) YMR306W","false","T","YMR016C (T) YMR306W",,"3.0"
"303840","T","YMR016C (T) YKL162CA","false","T","YMR016C (T) YKL162CA",,"1.0"
"303841","T","YMR016C (T) YAR023C","false","T","YMR016C (T) YAR023C",,"1.0"
"303842","T","YMR016C (T) YAR027W","false","T","YMR016C (T) YAR027W",,"3.0"
"303843","T","YMR016C (T) YKL164C","false","T","YMR016C (T) YKL164C",,"1.0"
"303844","T","YMR016C (T) YAR028W","false","T","YMR016C (T) YAR028W",,"3.0"
"303845","T","YMR016C (T) YAR035W","false","T","YMR016C (T) YAR035W",,"2.0"
"303846","T","YMR016C (T) YGR189C","false","T","YMR016C (T) YGR189C",,"2.0"
"303847","T","YMR016C (T) YAR050W","false","T","YMR016C (T) YAR050W",,"3.0"
"303848","T","YMR016C (T) YMR319C","false","T","YMR016C (T) YMR319C",,"3.0"
"303849","T","YMR016C (T) YMR321C","false","T","YMR016C (T) YMR321C",,"3.0"
"303850","T","YMR016C (T) YMR323W","false","T","YMR016C (T) YMR323W",,"3.0"
"303851","T","YMR016C (T) YMR324C","false","T","YMR016C (T) YMR324C",,"1.0"
"303852","T","YMR016C (T) YMR325W","false","T","YMR016C (T) YMR325W",,"2.0"
"303853","T","YMR016C (T) YDR309C","false","T","YMR016C (T) YDR309C",,"2.0"
"303854","T","YMR016C (T) YNL004W","false","T","YMR016C (T) YNL004W",,"1.0"
"303855","T","YMR016C (T) YNL005C","false","T","YMR016C (T) YNL005C",,"1.0"
"303856","T","YMR016C (T) YNL008C","false","T","YMR016C (T) YNL008C",,"3.0"
"303857","T","YMR016C (T) YGR214W","false","T","YMR016C (T) YGR214W",,"2.0"
"303858","T","YMR016C (T) YBL015W","false","T","YMR016C (T) YBL015W",,"1.0"
"303859","T","YMR016C (T) YNL015W","false","T","YMR016C (T) YNL015W",,"3.0"
"303860","T","YMR016C (T) YNL018C","false","T","YMR016C (T) YNL018C",,"1.0"
"303861","T","YMR016C (T) YPL265W","false","T","YMR016C (T) YPL265W",,"2.0"
"303862","T","YMR016C (T) YBL029C-A","false","T","YMR016C (T) YBL029C-A",,"1.0"
"303863","T","YMR016C (T) YBL029W","false","T","YMR016C (T) YBL029W",,"3.0"
"303864","T","YMR016C (T) YBL030C","false","T","YMR016C (T) YBL030C",,"3.0"
"303865","T","YMR016C (T) YGR238C","false","T","YMR016C (T) YGR238C",,"1.0"
"303866","T","YMR016C (T) YNL034W","false","T","YMR016C (T) YNL034W",,"1.0"
"303867","T","YMR016C (T) YNL035C","false","T","YMR016C (T) YNL035C",,"1.0"
"303868","T","YMR016C (T) YPL274W","false","T","YMR016C (T) YPL274W",,"3.0"
"303869","T","YMR016C (T) YGR244C","false","T","YMR016C (T) YGR244C",,"1.0"
"303870","T","YMR016C (T) YDR342C","false","T","YMR016C (T) YDR342C",,"3.0"
"303871","T","YMR016C (T) YNL040W","false","T","YMR016C (T) YNL040W",,"3.0"
"303872","T","YMR016C (T) YDR343C","false","T","YMR016C (T) YDR343C",,"3.0"
"303873","T","YMR016C (T) YNL041C","false","T","YMR016C (T) YNL041C",,"1.0"
"303874","T","YMR016C (T) YDR345C","false","T","YMR016C (T) YDR345C",,"3.0"
"303875","T","YMR016C (T) YGR248W","false","T","YMR016C (T) YGR248W",,"3.0"
"303876","T","YMR016C (T) YPL280W","false","T","YMR016C (T) YPL280W",,"3.0"
"303877","T","YMR016C (T) YPL281C","false","T","YMR016C (T) YPL281C",,"1.0"
"303878","T","YMR016C (T) YBL043W","false","T","YMR016C (T) YBL043W",,"3.0"
"303879","T","YMR016C (T) YPL282C","false","T","YMR016C (T) YPL282C",,"1.0"
"303880","T","YMR016C (T) YBL044W","false","T","YMR016C (T) YBL044W",,"1.0"
"303881","T","YMR016C (T) YPL283C","false","T","YMR016C (T) YPL283C",,"1.0"
"303882","T","YMR016C (T) YBL045C","false","T","YMR016C (T) YBL045C",,"3.0"
"303883","T","YMR016C (T) YGR254W","false","T","YMR016C (T) YGR254W",,"3.0"
"303884","T","YMR016C (T) YPR002CA","false","T","YMR016C (T) YPR002CA",,"1.0"
"303885","T","YMR016C (T) YPR013C","false","T","YMR016C (T) YPR013C",,"3.0"
"303886","T","YMR016C (T) YPR015C","false","T","YMR016C (T) YPR015C",,"2.0"
"303887","T","YMR016C (T) YKR039W","false","T","YMR016C (T) YKR039W",,"2.0"
"303888","T","YMR016C (T) YNL065W","false","T","YMR016C (T) YNL065W",,"2.0"
"303889","T","YMR016C (T) YPR022C","false","T","YMR016C (T) YPR022C",,"3.0"
"303890","T","YMR016C (T) YGR279C","false","T","YMR016C (T) YGR279C",,"3.0"
"303891","T","YMR016C (T) YPR027C","false","T","YMR016C (T) YPR027C",,"1.0"
"303892","T","YMR016C (T) YPR028W","false","T","YMR016C (T) YPR028W",,"1.0"
"303893","T","YMR016C (T) YGR286C","false","T","YMR016C (T) YGR286C",,"3.0"
"303894","T","YMR016C (T) YNL078W","false","T","YMR016C (T) YNL078W",,"1.0"
"303895","T","YMR016C (T) YDR384C","false","T","YMR016C (T) YDR384C",,"2.0"
"303896","T","YMR016C (T) YNL079C","false","T","YMR016C (T) YNL079C",,"1.0"
"303897","T","YMR016C (T) YPR036W","false","T","YMR016C (T) YPR036W",,"1.0"
"303898","T","YMR016C (T) YDR389W","false","T","YMR016C (T) YDR389W",,"3.0"
"303899","T","YMR016C (T) YNL087W","false","T","YMR016C (T) YNL087W",,"1.0"
"303900","T","YMR016C (T) YNL088W","false","T","YMR016C (T) YNL088W",,"3.0"
"303901","T","YMR016C (T) YPR049C","false","T","YMR016C (T) YPR049C",,"3.0"
"303902","T","YMR016C (T) YHL015W","false","T","YMR016C (T) YHL015W",,"1.0"
"303903","T","YMR016C (T) YHL016C","false","T","YMR016C (T) YHL016C",,"3.0"
"303904","T","YMR016C (T) YNL100W","false","T","YMR016C (T) YNL100W",,"3.0"
"303905","T","YMR016C (T) YHL021C","false","T","YMR016C (T) YHL021C",,"1.0"
"303906","T","YMR016C (T) YDR408C","false","T","YMR016C (T) YDR408C",,"1.0"
"303907","T","YMR016C (T) YKR076W","false","T","YMR016C (T) YKR076W",,"3.0"
"303908","T","YMR016C (T) YHL024W","false","T","YMR016C (T) YHL024W",,"2.0"
"303909","T","YMR016C (T) YPR060C","false","T","YMR016C (T) YPR060C",,"2.0"
"303910","T","YMR016C (T) YHL026C","false","T","YMR016C (T) YHL026C",,"3.0"
"303911","T","YMR016C (T) YHL028W","false","T","YMR016C (T) YHL028W",,"3.0"
"303912","T","YMR016C (T) YPR074C","false","T","YMR016C (T) YPR074C",,"2.0"
"303913","T","YMR016C (T) YKR093W","false","T","YMR016C (T) YKR093W",,"3.0"
"303914","T","YMR016C (T) YKR096W","false","T","YMR016C (T) YKR096W",,"3.0"
"303915","T","YMR016C (T) YHL044W","false","T","YMR016C (T) YHL044W",,"3.0"
"303916","T","YMR016C (T) YHL045W","false","T","YMR016C (T) YHL045W",,"1.0"
"303917","T","YMR016C (T) YHL046C","false","T","YMR016C (T) YHL046C",,"1.0"
"303918","T","YMR016C (T) YHL048W","false","T","YMR016C (T) YHL048W",,"1.0"
"303919","T","YMR016C (T) YKR102W","false","T","YMR016C (T) YKR102W",,"1.0"
"303920","T","YMR016C (T) YHL049C","false","T","YMR016C (T) YHL049C",,"1.0"
"303921","T","YMR016C (T) YDR441C","false","T","YMR016C (T) YDR441C",,"1.0"
"303922","T","YMR016C (T) YHL050C","false","T","YMR016C (T) YHL050C",,"1.0"
"303923","T","YMR016C (T) YKR105C","false","T","YMR016C (T) YKR105C",,"1.0"
"303924","T","YMR016C (T) YPR098C","false","T","YMR016C (T) YPR098C",,"1.0"
"303925","T","YMR016C (T) YDR442W","false","T","YMR016C (T) YDR442W",,"1.0"
"303926","T","YMR016C (T) YKR106W","false","T","YMR016C (T) YKR106W",,"3.0"
"303927","T","YMR016C (T) YHR005C","false","T","YMR016C (T) YHR005C",,"3.0"
"303928","T","YMR016C (T) YDR447C","false","T","YMR016C (T) YDR447C",,"1.0"
"303929","T","YMR016C (T) YDR448W","false","T","YMR016C (T) YDR448W",,"1.0"
"303930","T","YMR016C (T) YHR007C","false","T","YMR016C (T) YHR007C",,"2.0"
"303931","T","YMR016C (T) YDR452W","false","T","YMR016C (T) YDR452W",,"1.0"
"303932","T","YMR016C (T) YNL144C","false","T","YMR016C (T) YNL144C",,"3.0"
"303933","T","YMR016C (T) YHR013C","false","T","YMR016C (T) YHR013C",,"2.0"
"303934","T","YMR016C (T) YHR014W","false","T","YMR016C (T) YHR014W",,"1.0"
"303935","T","YMR016C (T) YNL150W","false","T","YMR016C (T) YNL150W",,"1.0"
"303936","T","YMR016C (T) YNL151C","false","T","YMR016C (T) YNL151C",,"1.0"
"303937","T","YMR016C (T) YPR125W","false","T","YMR016C (T) YPR125W",,"1.0"
"303938","T","YMR016C (T) YHR022C","false","T","YMR016C (T) YHR022C",,"3.0"
"303939","T","YMR016C (T) YNL160W","false","T","YMR016C (T) YNL160W",,"1.0"
"303940","T","YMR016C (T) YLL028W","false","T","YMR016C (T) YLL028W",,"3.0"
"303941","T","YMR016C (T) YHR033W","false","T","YMR016C (T) YHR033W",,"3.0"
"303942","T","YMR016C (T) YBR053C","false","T","YMR016C (T) YBR053C",,"3.0"
"303943","T","YMR016C (T) YNL178W","false","T","YMR016C (T) YNL178W",,"1.0"
"303944","T","YMR016C (T) YHR047C","false","T","YMR016C (T) YHR047C",,"1.0"
"303945","T","YMR016C (T) YBR067C","false","T","YMR016C (T) YBR067C",,"2.0"
"303946","T","YMR016C (T) YHR048W","false","T","YMR016C (T) YHR048W",,"1.0"
"303947","T","YMR016C (T) YBR068C","false","T","YMR016C (T) YBR068C",,"3.0"
"303948","T","YMR016C (T) YHR049W","false","T","YMR016C (T) YHR049W",,"3.0"
